DDF_ID,Originator Source,ft12m,ft11m,ft10m,ft09m,ft08m,ft07m,ft06m,ft05m,ft04m,ft03m,ft02m,ft1_5m,ft01m,ft0_5m,ft00,ft0_5,ft01,ft1_5,ft02,ft03,ft04,ft05,ft06,ft07,ft08,ft09,ft10,ft11,ft12,ft13,ft14,ft15,ft16,ft17,ft18,ft19,ft20,ft21,ft22,ft23,ft24
325,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,13.5,27.0,53.0,79.0,87.0,90,96.0,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96
326,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,19.5,39.0,46.5,54.0,66.0,79,92.0,97,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
327,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,30.5,61.0,68.0,75.0,85.0,95,100.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
328,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,12.5,25.0,43.0,61.0,75.0,85,95.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
329,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,27.5,55.0,62.0,69.0,77.0,86,94.0,94,94,94,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97
330,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,11.5,23.0,39.0,55.0,69.0,77,86.0,94,94,94,94,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97
331,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,15.0,30.0,42.5,55.0,65.0,77,88.0,96,96,97,97,97,97,97,100,100,100,100,100,100,100,100,100,100,100,100
332,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,50.0,100.0,100.0,100.0,100.0,100,100.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
333,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,15.0,30.0,58.5,87.0,95.0,99,100.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
334,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,46.0,92.0,92.0,92.0,94.0,95,95.0,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96
335,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,13.5,27.0,53.0,79.0,87.0,90,96.0,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96
336,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,19.5,39.0,46.5,54.0,66.0,79,92.0,97,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
337,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,11.0,22.0,25.5,29.0,34.0,43,51.0,59,67,75,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
338,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,6.5,13.0,17.0,21.0,28.0,33,41.0,49,56,64,71,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
339,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,10.0,20.0,23.5,27.0,31.0,39,46.0,53,61,68,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73
340,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,6.0,12.0,16.0,20.0,27.0,31,39.0,46,53,61,68,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73
341,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,14.0,28.0,36.5,45.0,55.0,62,72.0,78,82,87,90,93,95,96,96,96,96,96,96,96,96,96,96,96,96,96
342,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,17.0,34.0,51.5,69.0,71.0,72,81.0,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84
343,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,10.5,21.0,27.0,33.0,66.0,67,69.0,77,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
344,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,15.5,31.0,47.0,63.0,64.0,66,73.0,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
345,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,10.0,20.0,25.5,31.0,63.0,64,66.0,73,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
346,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,15.0,30.0,35.5,41.0,52.0,65,75.0,91,93,93,93,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100
347,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,30.5,61.0,68.0,75.0,85.0,95,100.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
348,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,12.5,25.0,43.0,61.0,75.0,85,95.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
349,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,27.5,55.0,62.0,69.0,77.0,86,94.0,94,94,94,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97
350,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,11.5,23.0,39.0,55.0,69.0,77,86.0,94,94,94,94,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97
351,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,15.0,30.0,42.5,55.0,65.0,77,88.0,96,96,97,97,97,97,97,100,100,100,100,100,100,100,100,100,100,100,100
352,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,30.5,61.0,68.0,75.0,85.0,95,100.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
353,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,12.5,25.0,43.0,61.0,75.0,85,95.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
354,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,27.5,55.0,62.0,69.0,77.0,86,94.0,94,94,94,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97
355,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,11.5,23.0,39.0,55.0,69.0,77,86.0,94,94,94,94,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97
356,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,15.0,30.0,42.5,55.0,65.0,77,88.0,96,96,97,97,97,97,97,100,100,100,100,100,100,100,100,100,100,100,100
357,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,21.5,43.0,53.5,64.0,100.0,100,100.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
358,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,9.5,19.0,29.0,39.0,75.0,92,94.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
359,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,14.0,28.0,35.0,42.0,66.0,81,83.0,91,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
360,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,8.0,16.0,25.0,34.0,65.0,80,82.0,90,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
361,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,15.5,31.0,41.5,52.0,65.0,73,79.0,82,84,86,88,89,91,92,95,96,98,100,100,100,100,100,100,100,100,100
362,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,30.5,61.0,68.0,75.0,85.0,95,100.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
363,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,12.5,25.0,43.0,61.0,75.0,85,95.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
364,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,27.5,55.0,62.0,69.0,77.0,86,94.0,94,94,94,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97
365,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,11.5,23.0,39.0,55.0,69.0,77,86.0,94,94,94,94,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97
366,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,15.0,30.0,42.5,55.0,65.0,77,88.0,96,96,97,97,97,97,97,100,100,100,100,100,100,100,100,100,100,100,100
367,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,17.0,34.0,51.5,69.0,71.0,72,81.0,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84
368,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,10.5,21.0,27.0,33.0,66.0,67,69.0,77,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
369,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,15.5,31.0,47.0,63.0,64.0,66,73.0,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
370,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,10.0,20.0,25.5,31.0,63.0,64,66.0,73,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
371,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,15.0,30.0,35.5,41.0,52.0,65,75.0,91,93,93,93,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100
372,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,17.0,34.0,51.5,69.0,71.0,72,81.0,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84
373,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,10.5,21.0,27.0,33.0,66.0,67,69.0,77,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
374,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,15.5,31.0,47.0,63.0,64.0,66,73.0,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
375,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,10.0,20.0,25.5,31.0,63.0,64,66.0,73,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
376,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,15.0,30.0,35.5,41.0,52.0,65,75.0,91,93,93,93,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100
377,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,21.5,43.0,53.5,64.0,100.0,100,100.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
378,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,9.5,19.0,29.0,39.0,75.0,92,94.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
379,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,14.0,28.0,35.0,42.0,66.0,81,83.0,91,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
380,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,8.0,16.0,25.0,34.0,65.0,80,82.0,90,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
381,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,15.5,31.0,41.5,52.0,65.0,73,79.0,82,84,86,88,89,91,92,95,96,98,100,100,100,100,100,100,100,100,100
382,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,21.5,43.0,53.5,64.0,100.0,100,100.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
383,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,9.5,19.0,29.0,39.0,75.0,92,94.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
384,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,14.0,28.0,35.0,42.0,66.0,81,83.0,91,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
385,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,8.0,16.0,25.0,34.0,65.0,80,82.0,90,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
386,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,15.5,31.0,41.5,52.0,65.0,73,79.0,82,84,86,88,89,91,92,95,96,98,100,100,100,100,100,100,100,100,100
387,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,21.5,43.0,53.5,64.0,100.0,100,100.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
388,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,9.5,19.0,29.0,39.0,75.0,92,94.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
389,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,14.0,28.0,35.0,42.0,66.0,81,83.0,91,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
390,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,8.0,16.0,25.0,34.0,65.0,80,82.0,90,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
391,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,15.5,31.0,41.5,52.0,65.0,73,79.0,82,84,86,88,89,91,92,95,96,98,100,100,100,100,100,100,100,100,100
392,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,42.5,85.0,86.0,87.0,100.0,100,100.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
393,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,36.0,72.0,72.0,72.0,100.0,100,100.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
394,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,37.5,75.0,75.5,76.0,97.0,100,100.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
395,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,32.5,65.0,65.0,65.0,90.0,100,100.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
396,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,12.5,25.0,40.0,55.0,69.0,79,84.0,85,85,85,85,90,90,90,92,93,94,95,96,97,98,99,100,100,100,100
397,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,21.5,43.0,53.5,64.0,100.0,100,100.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
398,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,9.5,19.0,29.0,39.0,75.0,92,94.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
399,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,14.0,28.0,35.0,42.0,66.0,81,83.0,91,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
400,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,8.0,16.0,25.0,34.0,65.0,80,82.0,90,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
401,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,15.5,31.0,41.5,52.0,65.0,73,79.0,82,84,86,88,89,91,92,95,96,98,100,100,100,100,100,100,100,100,100
402,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,21.5,43.0,53.5,64.0,100.0,100,100.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
403,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,9.5,19.0,29.0,39.0,75.0,92,94.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
404,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,14.0,28.0,35.0,42.0,66.0,81,83.0,91,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
405,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,8.0,16.0,25.0,34.0,65.0,80,82.0,90,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
406,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,15.5,31.0,41.5,52.0,65.0,73,79.0,82,84,86,88,89,91,92,95,96,98,100,100,100,100,100,100,100,100,100
407,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,21.5,43.0,53.5,64.0,100.0,100,100.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
408,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,9.5,19.0,29.0,39.0,75.0,92,94.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
409,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,14.0,28.0,35.0,42.0,66.0,81,83.0,91,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
410,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,8.0,16.0,25.0,34.0,65.0,80,82.0,90,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
411,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,15.5,31.0,41.5,52.0,65.0,73,79.0,82,84,86,88,89,91,92,95,96,98,100,100,100,100,100,100,100,100,100
412,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,23.0,46.0,60.5,75.0,92.0,99,100.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
413,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,12.5,25.0,37.5,50.0,80.0,96,98.0,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
414,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,20.5,41.0,54.5,68.0,84.0,92,95.0,96,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
415,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,12.0,24.0,36.0,48.0,77.0,91,94.0,94,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97
416,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,13.0,26.0,40.0,54.0,68.0,83,88.0,95,97,98,98,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100
417,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,23.0,46.0,60.5,75.0,92.0,99,100.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
418,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,12.5,25.0,37.5,50.0,80.0,96,98.0,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
419,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,20.5,41.0,54.5,68.0,84.0,92,95.0,96,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
420,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,12.0,24.0,36.0,48.0,77.0,91,94.0,94,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97
421,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,13.0,26.0,40.0,54.0,68.0,83,88.0,95,97,98,98,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100
422,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,23.0,46.0,60.5,75.0,92.0,99,100.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
423,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,12.5,25.0,37.5,50.0,80.0,96,98.0,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
424,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,20.5,41.0,54.5,68.0,84.0,92,95.0,96,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
425,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,12.0,24.0,36.0,48.0,77.0,91,94.0,94,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97
426,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,13.0,26.0,40.0,54.0,68.0,83,88.0,95,97,98,98,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100
427,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,23.0,46.0,60.5,75.0,92.0,99,100.0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
428,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,12.5,25.0,37.5,50.0,80.0,96,98.0,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
429,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,20.5,41.0,54.5,68.0,84.0,92,95.0,96,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
430,USACE - New Orleans District,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,12.0,24.0,36.0,48.0,77.0,91,94.0,94,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97
