construction_type,occupancy_type,story_min,story_max,sqft_min,sqft_max,foundation_type,flood_peril_type,damage_function_id,Duration,Base Type
C,GOV1,,,,,SLAB,RHL,1390,Long Duration,NOBASE
M,GOV1,,,,,SLAB,RHL,1390,Long Duration,NOBASE
S,GOV1,,,,,SLAB,RHL,1390,Long Duration,NOBASE
W,GOV1,,,,,SLAB,RHL,1390,Long Duration,NOBASE
C,GOV1,,,,,PILE,RLL,1390,Long Duration,NOBASE
M,GOV1,,,,,PILE,RLL,1390,Long Duration,NOBASE
S,GOV1,,,,,PILE,RLL,1390,Long Duration,NOBASE
W,GOV1,,,,,PILE,RLL,1390,Long Duration,NOBASE
C,GOV1,,,,,PILE,RHL,1390,Long Duration,NOBASE
M,GOV1,,,,,PILE,RHL,1390,Long Duration,NOBASE
S,GOV1,,,,,PILE,RHL,1390,Long Duration,NOBASE
W,GOV1,,,,,PILE,RHL,1390,Long Duration,NOBASE
C,GOV1,,,,,BASEMENT,RLS,1389,Short Duration,BASE
M,GOV1,,,,,BASEMENT,RLS,1389,Short Duration,BASE
S,GOV1,,,,,BASEMENT,RLS,1389,Short Duration,BASE
W,GOV1,,,,,BASEMENT,RLS,1389,Short Duration,BASE
C,GOV1,,,,,BASEMENT,RHS,1389,Short Duration,BASE
M,GOV1,,,,,BASEMENT,RHS,1389,Short Duration,BASE
S,GOV1,,,,,BASEMENT,RHS,1389,Short Duration,BASE
W,GOV1,,,,,BASEMENT,RHS,1389,Short Duration,BASE
C,GOV1,,,,,SHALLOW,RLS,1389,Short Duration,NOBASE
M,GOV1,,,,,SHALLOW,RLS,1389,Short Duration,NOBASE
S,GOV1,,,,,SHALLOW,RLS,1389,Short Duration,NOBASE
W,GOV1,,,,,SHALLOW,RLS,1389,Short Duration,NOBASE
C,GOV1,,,,,SHALLOW,RHS,1389,Short Duration,NOBASE
M,GOV1,,,,,SHALLOW,RHS,1389,Short Duration,NOBASE
S,GOV1,,,,,SHALLOW,RHS,1389,Short Duration,NOBASE
W,GOV1,,,,,SHALLOW,RHS,1389,Short Duration,NOBASE
C,GOV1,,,,,SLAB,RLS,1389,Short Duration,NOBASE
M,GOV1,,,,,SLAB,RLS,1389,Short Duration,NOBASE
S,GOV1,,,,,SLAB,RLS,1389,Short Duration,NOBASE
W,GOV1,,,,,SLAB,RLS,1389,Short Duration,NOBASE
C,GOV1,,,,,SLAB,RHS,1389,Short Duration,NOBASE
M,GOV1,,,,,SLAB,RHS,1389,Short Duration,NOBASE
S,GOV1,,,,,SLAB,RHS,1389,Short Duration,NOBASE
W,GOV1,,,,,SLAB,RHS,1389,Short Duration,NOBASE
C,GOV1,,,,,PILE,RLS,1389,Short Duration,NOBASE
M,GOV1,,,,,PILE,RLS,1389,Short Duration,NOBASE
S,GOV1,,,,,PILE,RLS,1389,Short Duration,NOBASE
W,GOV1,,,,,PILE,RLS,1389,Short Duration,NOBASE
C,GOV1,,,,,PILE,RHS,1389,Short Duration,NOBASE
M,GOV1,,,,,PILE,RHS,1389,Short Duration,NOBASE
S,GOV1,,,,,PILE,RHS,1389,Short Duration,NOBASE
W,GOV1,,,,,PILE,RHS,1389,Short Duration,NOBASE
C,GOV2,,,,,BASEMENT,RLL,1390,Long Duration,BASE
M,GOV2,,,,,BASEMENT,RLL,1390,Long Duration,BASE
S,GOV2,,,,,BASEMENT,RLL,1390,Long Duration,BASE
W,GOV2,,,,,BASEMENT,RLL,1390,Long Duration,BASE
C,GOV2,,,,,BASEMENT,RHL,1390,Long Duration,BASE
M,GOV2,,,,,BASEMENT,RHL,1390,Long Duration,BASE
S,GOV2,,,,,BASEMENT,RHL,1390,Long Duration,BASE
W,GOV2,,,,,BASEMENT,RHL,1390,Long Duration,BASE
C,GOV2,,,,,SHALLOW,RLL,1390,Long Duration,NOBASE
M,GOV2,,,,,SHALLOW,RLL,1390,Long Duration,NOBASE
S,GOV2,,,,,SHALLOW,RLL,1390,Long Duration,NOBASE
W,GOV2,,,,,SHALLOW,RLL,1390,Long Duration,NOBASE
C,GOV2,,,,,SHALLOW,RHL,1390,Long Duration,NOBASE
M,GOV2,,,,,SHALLOW,RHL,1390,Long Duration,NOBASE
S,GOV2,,,,,SHALLOW,RHL,1390,Long Duration,NOBASE
W,GOV2,,,,,SHALLOW,RHL,1390,Long Duration,NOBASE
C,GOV2,,,,,SLAB,RLL,1390,Long Duration,NOBASE
M,GOV2,,,,,SLAB,RLL,1390,Long Duration,NOBASE
S,GOV2,,,,,SLAB,RLL,1390,Long Duration,NOBASE
W,GOV2,,,,,SLAB,RLL,1390,Long Duration,NOBASE
C,GOV2,,,,,SLAB,RHL,1390,Long Duration,NOBASE
M,GOV2,,,,,SLAB,RHL,1390,Long Duration,NOBASE
S,GOV2,,,,,SLAB,RHL,1390,Long Duration,NOBASE
W,GOV2,,,,,SLAB,RHL,1390,Long Duration,NOBASE
C,GOV2,,,,,PILE,RLL,1390,Long Duration,NOBASE
M,GOV2,,,,,PILE,RLL,1390,Long Duration,NOBASE
S,GOV2,,,,,PILE,RLL,1390,Long Duration,NOBASE
W,GOV2,,,,,PILE,RLL,1390,Long Duration,NOBASE
C,GOV2,,,,,PILE,RHL,1390,Long Duration,NOBASE
M,GOV2,,,,,PILE,RHL,1390,Long Duration,NOBASE
S,GOV2,,,,,PILE,RHL,1390,Long Duration,NOBASE
W,GOV2,,,,,PILE,RHL,1390,Long Duration,NOBASE
C,GOV2,,,,,BASEMENT,RLS,1389,Short Duration,BASE
M,GOV2,,,,,BASEMENT,RLS,1389,Short Duration,BASE
S,GOV2,,,,,BASEMENT,RLS,1389,Short Duration,BASE
W,GOV2,,,,,BASEMENT,RLS,1389,Short Duration,BASE
C,GOV2,,,,,BASEMENT,RHS,1389,Short Duration,BASE
M,GOV2,,,,,BASEMENT,RHS,1389,Short Duration,BASE
S,GOV2,,,,,BASEMENT,RHS,1389,Short Duration,BASE
W,GOV2,,,,,BASEMENT,RHS,1389,Short Duration,BASE
C,GOV2,,,,,SHALLOW,RLS,1389,Short Duration,NOBASE
M,GOV2,,,,,SHALLOW,RLS,1389,Short Duration,NOBASE
S,GOV2,,,,,SHALLOW,RLS,1389,Short Duration,NOBASE
W,GOV2,,,,,SHALLOW,RLS,1389,Short Duration,NOBASE
C,GOV2,,,,,SHALLOW,RHS,1389,Short Duration,NOBASE
M,GOV2,,,,,SHALLOW,RHS,1389,Short Duration,NOBASE
S,GOV2,,,,,SHALLOW,RHS,1389,Short Duration,NOBASE
W,GOV2,,,,,SHALLOW,RHS,1389,Short Duration,NOBASE
C,GOV2,,,,,SLAB,RLS,1389,Short Duration,NOBASE
M,GOV2,,,,,SLAB,RLS,1389,Short Duration,NOBASE
S,GOV2,,,,,SLAB,RLS,1389,Short Duration,NOBASE
W,GOV2,,,,,SLAB,RLS,1389,Short Duration,NOBASE
C,GOV2,,,,,SLAB,RHS,1389,Short Duration,NOBASE
M,GOV2,,,,,SLAB,RHS,1389,Short Duration,NOBASE
S,GOV2,,,,,SLAB,RHS,1389,Short Duration,NOBASE
W,GOV2,,,,,SLAB,RHS,1389,Short Duration,NOBASE
C,GOV2,,,,,PILE,RLS,1389,Short Duration,NOBASE
M,GOV2,,,,,PILE,RLS,1389,Short Duration,NOBASE
S,GOV2,,,,,PILE,RLS,1389,Short Duration,NOBASE
W,GOV2,,,,,PILE,RLS,1389,Short Duration,NOBASE
C,GOV2,,,,,PILE,RHS,1389,Short Duration,NOBASE
M,GOV2,,,,,PILE,RHS,1389,Short Duration,NOBASE
S,GOV2,,,,,PILE,RHS,1389,Short Duration,NOBASE
W,GOV2,,,,,PILE,RHS,1389,Short Duration,NOBASE
C,IND1,,,,,BASEMENT,RLL,882,Long Duration,BASE
M,IND1,,,,,BASEMENT,RLL,882,Long Duration,BASE
S,IND1,,,,,BASEMENT,RLL,882,Long Duration,BASE
W,IND1,,,,,BASEMENT,RLL,882,Long Duration,BASE
C,IND1,,,,,BASEMENT,RHL,882,Long Duration,BASE
M,IND1,,,,,BASEMENT,RHL,882,Long Duration,BASE
S,IND1,,,,,BASEMENT,RHL,882,Long Duration,BASE
W,IND1,,,,,BASEMENT,RHL,882,Long Duration,BASE
C,IND1,,,,,SHALLOW,RLL,882,Long Duration,NOBASE
M,IND1,,,,,SHALLOW,RLL,882,Long Duration,NOBASE
S,IND1,,,,,SHALLOW,RLL,882,Long Duration,NOBASE
W,IND1,,,,,SHALLOW,RLL,882,Long Duration,NOBASE
C,IND1,,,,,SHALLOW,RHL,882,Long Duration,NOBASE
M,IND1,,,,,SHALLOW,RHL,882,Long Duration,NOBASE
S,IND1,,,,,SHALLOW,RHL,882,Long Duration,NOBASE
W,IND1,,,,,SHALLOW,RHL,882,Long Duration,NOBASE
C,IND1,,,,,SLAB,RLL,882,Long Duration,NOBASE
M,IND1,,,,,SLAB,RLL,882,Long Duration,NOBASE
S,IND1,,,,,SLAB,RLL,882,Long Duration,NOBASE
W,IND1,,,,,SLAB,RLL,882,Long Duration,NOBASE
C,IND1,,,,,SLAB,RHL,882,Long Duration,NOBASE
M,IND1,,,,,SLAB,RHL,882,Long Duration,NOBASE
S,IND1,,,,,SLAB,RHL,882,Long Duration,NOBASE
W,IND1,,,,,SLAB,RHL,882,Long Duration,NOBASE
C,IND1,,,,,PILE,RLL,882,Long Duration,NOBASE
M,IND1,,,,,PILE,RLL,882,Long Duration,NOBASE
S,IND1,,,,,PILE,RLL,882,Long Duration,NOBASE
W,IND1,,,,,PILE,RLL,882,Long Duration,NOBASE
C,IND1,,,,,PILE,RHL,882,Long Duration,NOBASE
M,IND1,,,,,PILE,RHL,882,Long Duration,NOBASE
S,IND1,,,,,PILE,RHL,882,Long Duration,NOBASE
W,IND1,,,,,PILE,RHL,882,Long Duration,NOBASE
C,IND1,,,,,BASEMENT,RLS,881,Short Duration,BASE
M,IND1,,,,,BASEMENT,RLS,881,Short Duration,BASE
S,IND1,,,,,BASEMENT,RLS,881,Short Duration,BASE
W,IND1,,,,,BASEMENT,RLS,881,Short Duration,BASE
C,IND1,,,,,BASEMENT,RHS,881,Short Duration,BASE
M,IND1,,,,,BASEMENT,RHS,881,Short Duration,BASE
S,IND1,,,,,BASEMENT,RHS,881,Short Duration,BASE
W,IND1,,,,,BASEMENT,RHS,881,Short Duration,BASE
C,IND1,,,,,SHALLOW,RLS,881,Short Duration,NOBASE
M,IND1,,,,,SHALLOW,RLS,881,Short Duration,NOBASE
S,IND1,,,,,SHALLOW,RLS,881,Short Duration,NOBASE
W,IND1,,,,,SHALLOW,RLS,881,Short Duration,NOBASE
C,IND1,,,,,SHALLOW,RHS,881,Short Duration,NOBASE
M,IND1,,,,,SHALLOW,RHS,881,Short Duration,NOBASE
S,IND1,,,,,SHALLOW,RHS,881,Short Duration,NOBASE
W,IND1,,,,,SHALLOW,RHS,881,Short Duration,NOBASE
C,IND1,,,,,SLAB,RLS,881,Short Duration,NOBASE
M,IND1,,,,,SLAB,RLS,881,Short Duration,NOBASE
S,IND1,,,,,SLAB,RLS,881,Short Duration,NOBASE
W,IND1,,,,,SLAB,RLS,881,Short Duration,NOBASE
C,IND1,,,,,SLAB,RHS,881,Short Duration,NOBASE
M,IND1,,,,,SLAB,RHS,881,Short Duration,NOBASE
S,IND1,,,,,SLAB,RHS,881,Short Duration,NOBASE
W,IND1,,,,,SLAB,RHS,881,Short Duration,NOBASE
C,IND1,,,,,PILE,RLS,881,Short Duration,NOBASE
M,IND1,,,,,PILE,RLS,881,Short Duration,NOBASE
S,IND1,,,,,PILE,RLS,881,Short Duration,NOBASE
W,IND1,,,,,PILE,RLS,881,Short Duration,NOBASE
C,IND1,,,,,PILE,RHS,881,Short Duration,NOBASE
M,IND1,,,,,PILE,RHS,881,Short Duration,NOBASE
S,IND1,,,,,PILE,RHS,881,Short Duration,NOBASE
W,IND1,,,,,PILE,RHS,881,Short Duration,NOBASE
C,IND2,,,,,BASEMENT,RLL,1403,Long Duration,BASE
M,IND2,,,,,BASEMENT,RLL,1403,Long Duration,BASE
S,IND2,,,,,BASEMENT,RLL,1403,Long Duration,BASE
W,IND2,,,,,BASEMENT,RLL,1403,Long Duration,BASE
C,IND2,,,,,BASEMENT,RHL,1403,Long Duration,BASE
M,IND2,,,,,BASEMENT,RHL,1403,Long Duration,BASE
S,IND2,,,,,BASEMENT,RHL,1403,Long Duration,BASE
W,IND2,,,,,BASEMENT,RHL,1403,Long Duration,BASE
C,IND2,,,,,SHALLOW,RLL,1403,Long Duration,NOBASE
M,IND2,,,,,SHALLOW,RLL,1403,Long Duration,NOBASE
S,IND2,,,,,SHALLOW,RLL,1403,Long Duration,NOBASE
W,IND2,,,,,SHALLOW,RLL,1403,Long Duration,NOBASE
C,IND2,,,,,SHALLOW,RHL,1403,Long Duration,NOBASE
M,IND2,,,,,SHALLOW,RHL,1403,Long Duration,NOBASE
S,IND2,,,,,SHALLOW,RHL,1403,Long Duration,NOBASE
W,IND2,,,,,SHALLOW,RHL,1403,Long Duration,NOBASE
C,IND2,,,,,SLAB,RLL,1403,Long Duration,NOBASE
M,IND2,,,,,SLAB,RLL,1403,Long Duration,NOBASE
S,IND2,,,,,SLAB,RLL,1403,Long Duration,NOBASE
W,IND2,,,,,SLAB,RLL,1403,Long Duration,NOBASE
C,IND2,,,,,SLAB,RHL,1403,Long Duration,NOBASE
M,IND2,,,,,SLAB,RHL,1403,Long Duration,NOBASE
S,IND2,,,,,SLAB,RHL,1403,Long Duration,NOBASE
W,IND2,,,,,SLAB,RHL,1403,Long Duration,NOBASE
C,IND2,,,,,PILE,RLL,1403,Long Duration,NOBASE
M,IND2,,,,,PILE,RLL,1403,Long Duration,NOBASE
S,IND2,,,,,PILE,RLL,1403,Long Duration,NOBASE
W,IND2,,,,,PILE,RLL,1403,Long Duration,NOBASE
C,IND2,,,,,PILE,RHL,1403,Long Duration,NOBASE
M,IND2,,,,,PILE,RHL,1403,Long Duration,NOBASE
S,IND2,,,,,PILE,RHL,1403,Long Duration,NOBASE
W,IND2,,,,,PILE,RHL,1403,Long Duration,NOBASE
C,IND2,,,,,BASEMENT,RLS,1401,Short Duration,BASE
M,IND2,,,,,BASEMENT,RLS,1401,Short Duration,BASE
S,IND2,,,,,BASEMENT,RLS,1401,Short Duration,BASE
W,IND2,,,,,BASEMENT,RLS,1401,Short Duration,BASE
C,IND2,,,,,BASEMENT,RHS,1401,Short Duration,BASE
M,IND2,,,,,BASEMENT,RHS,1401,Short Duration,BASE
S,IND2,,,,,BASEMENT,RHS,1401,Short Duration,BASE
W,IND2,,,,,BASEMENT,RHS,1401,Short Duration,BASE
C,IND2,,,,,SHALLOW,RLS,1401,Short Duration,NOBASE
M,IND2,,,,,SHALLOW,RLS,1401,Short Duration,NOBASE
S,IND2,,,,,SHALLOW,RLS,1401,Short Duration,NOBASE
W,IND2,,,,,SHALLOW,RLS,1401,Short Duration,NOBASE
C,IND2,,,,,SHALLOW,RHS,1401,Short Duration,NOBASE
M,IND2,,,,,SHALLOW,RHS,1401,Short Duration,NOBASE
S,IND2,,,,,SHALLOW,RHS,1401,Short Duration,NOBASE
W,IND2,,,,,SHALLOW,RHS,1401,Short Duration,NOBASE
C,IND2,,,,,SLAB,RLS,1401,Short Duration,NOBASE
M,IND2,,,,,SLAB,RLS,1401,Short Duration,NOBASE
S,IND2,,,,,SLAB,RLS,1401,Short Duration,NOBASE
W,IND2,,,,,SLAB,RLS,1401,Short Duration,NOBASE
C,IND2,,,,,SLAB,RHS,1401,Short Duration,NOBASE
M,IND2,,,,,SLAB,RHS,1401,Short Duration,NOBASE
S,IND2,,,,,SLAB,RHS,1401,Short Duration,NOBASE
W,IND2,,,,,SLAB,RHS,1401,Short Duration,NOBASE
C,IND2,,,,,PILE,RLS,1401,Short Duration,NOBASE
M,IND2,,,,,PILE,RLS,1401,Short Duration,NOBASE
S,IND2,,,,,PILE,RLS,1401,Short Duration,NOBASE
W,IND2,,,,,PILE,RLS,1401,Short Duration,NOBASE
C,IND2,,,,,PILE,RHS,1401,Short Duration,NOBASE
M,IND2,,,,,PILE,RHS,1401,Short Duration,NOBASE
S,IND2,,,,,PILE,RHS,1401,Short Duration,NOBASE
W,IND2,,,,,PILE,RHS,1401,Short Duration,NOBASE
C,IND3,,,,,BASEMENT,RLL,884,Long Duration,BASE
M,IND3,,,,,BASEMENT,RLL,884,Long Duration,BASE
S,IND3,,,,,BASEMENT,RLL,884,Long Duration,BASE
W,IND3,,,,,BASEMENT,RLL,884,Long Duration,BASE
C,IND3,,,,,BASEMENT,RHL,884,Long Duration,BASE
M,IND3,,,,,BASEMENT,RHL,884,Long Duration,BASE
S,IND3,,,,,BASEMENT,RHL,884,Long Duration,BASE
W,IND3,,,,,BASEMENT,RHL,884,Long Duration,BASE
C,IND3,,,,,SHALLOW,RLL,884,Long Duration,NOBASE
M,IND3,,,,,SHALLOW,RLL,884,Long Duration,NOBASE
S,IND3,,,,,SHALLOW,RLL,884,Long Duration,NOBASE
W,IND3,,,,,SHALLOW,RLL,884,Long Duration,NOBASE
C,IND3,,,,,SHALLOW,RHL,884,Long Duration,NOBASE
M,IND3,,,,,SHALLOW,RHL,884,Long Duration,NOBASE
S,IND3,,,,,SHALLOW,RHL,884,Long Duration,NOBASE
W,IND3,,,,,SHALLOW,RHL,884,Long Duration,NOBASE
C,IND3,,,,,SLAB,RLL,884,Long Duration,NOBASE
M,IND3,,,,,SLAB,RLL,884,Long Duration,NOBASE
S,IND3,,,,,SLAB,RLL,884,Long Duration,NOBASE
W,IND3,,,,,SLAB,RLL,884,Long Duration,NOBASE
C,IND3,,,,,SLAB,RHL,884,Long Duration,NOBASE
M,IND3,,,,,SLAB,RHL,884,Long Duration,NOBASE
S,IND3,,,,,SLAB,RHL,884,Long Duration,NOBASE
W,IND3,,,,,SLAB,RHL,884,Long Duration,NOBASE
C,IND3,,,,,PILE,RLL,884,Long Duration,NOBASE
M,IND3,,,,,PILE,RLL,884,Long Duration,NOBASE
S,IND3,,,,,PILE,RLL,884,Long Duration,NOBASE
W,IND3,,,,,PILE,RLL,884,Long Duration,NOBASE
C,IND3,,,,,PILE,RHL,884,Long Duration,NOBASE
M,IND3,,,,,PILE,RHL,884,Long Duration,NOBASE
S,IND3,,,,,PILE,RHL,884,Long Duration,NOBASE
W,IND3,,,,,PILE,RHL,884,Long Duration,NOBASE
C,IND3,,,,,BASEMENT,RLS,883,Short Duration,BASE
M,IND3,,,,,BASEMENT,RLS,883,Short Duration,BASE
S,IND3,,,,,BASEMENT,RLS,883,Short Duration,BASE
W,IND3,,,,,BASEMENT,RLS,883,Short Duration,BASE
C,IND3,,,,,BASEMENT,RHS,883,Short Duration,BASE
M,IND3,,,,,BASEMENT,RHS,883,Short Duration,BASE
S,IND3,,,,,BASEMENT,RHS,883,Short Duration,BASE
W,IND3,,,,,BASEMENT,RHS,883,Short Duration,BASE
C,IND3,,,,,SHALLOW,RLS,883,Short Duration,NOBASE
M,IND3,,,,,SHALLOW,RLS,883,Short Duration,NOBASE
S,IND3,,,,,SHALLOW,RLS,883,Short Duration,NOBASE
W,IND3,,,,,SHALLOW,RLS,883,Short Duration,NOBASE
C,IND3,,,,,SHALLOW,RHS,883,Short Duration,NOBASE
M,IND3,,,,,SHALLOW,RHS,883,Short Duration,NOBASE
S,IND3,,,,,SHALLOW,RHS,883,Short Duration,NOBASE
W,IND3,,,,,SHALLOW,RHS,883,Short Duration,NOBASE
C,IND3,,,,,SLAB,RLS,883,Short Duration,NOBASE
M,IND3,,,,,SLAB,RLS,883,Short Duration,NOBASE
S,IND3,,,,,SLAB,RLS,883,Short Duration,NOBASE
W,IND3,,,,,SLAB,RLS,883,Short Duration,NOBASE
C,IND3,,,,,SLAB,RHS,883,Short Duration,NOBASE
M,IND3,,,,,SLAB,RHS,883,Short Duration,NOBASE
S,IND3,,,,,SLAB,RHS,883,Short Duration,NOBASE
W,IND3,,,,,SLAB,RHS,883,Short Duration,NOBASE
C,IND3,,,,,PILE,RLS,883,Short Duration,NOBASE
M,IND3,,,,,PILE,RLS,883,Short Duration,NOBASE
S,IND3,,,,,PILE,RLS,883,Short Duration,NOBASE
W,IND3,,,,,PILE,RLS,883,Short Duration,NOBASE
C,IND3,,,,,PILE,RHS,883,Short Duration,NOBASE
M,IND3,,,,,PILE,RHS,883,Short Duration,NOBASE
S,IND3,,,,,PILE,RHS,883,Short Duration,NOBASE
W,IND3,,,,,PILE,RHS,883,Short Duration,NOBASE
C,IND4,,,,,BASEMENT,RLL,884,Long Duration,BASE
M,IND4,,,,,BASEMENT,RLL,884,Long Duration,BASE
S,IND4,,,,,BASEMENT,RLL,884,Long Duration,BASE
W,IND4,,,,,BASEMENT,RLL,884,Long Duration,BASE
C,IND4,,,,,BASEMENT,RHL,884,Long Duration,BASE
M,IND4,,,,,BASEMENT,RHL,884,Long Duration,BASE
S,IND4,,,,,BASEMENT,RHL,884,Long Duration,BASE
W,IND4,,,,,BASEMENT,RHL,884,Long Duration,BASE
C,IND4,,,,,SHALLOW,RLL,884,Long Duration,NOBASE
M,IND4,,,,,SHALLOW,RLL,884,Long Duration,NOBASE
S,IND4,,,,,SHALLOW,RLL,884,Long Duration,NOBASE
W,IND4,,,,,SHALLOW,RLL,884,Long Duration,NOBASE
C,IND4,,,,,SHALLOW,RHL,884,Long Duration,NOBASE
M,IND4,,,,,SHALLOW,RHL,884,Long Duration,NOBASE
S,IND4,,,,,SHALLOW,RHL,884,Long Duration,NOBASE
W,IND4,,,,,SHALLOW,RHL,884,Long Duration,NOBASE
C,IND4,,,,,SLAB,RLL,884,Long Duration,NOBASE
M,IND4,,,,,SLAB,RLL,884,Long Duration,NOBASE
S,IND4,,,,,SLAB,RLL,884,Long Duration,NOBASE
W,IND4,,,,,SLAB,RLL,884,Long Duration,NOBASE
C,IND4,,,,,SLAB,RHL,884,Long Duration,NOBASE
M,IND4,,,,,SLAB,RHL,884,Long Duration,NOBASE
S,IND4,,,,,SLAB,RHL,884,Long Duration,NOBASE
W,IND4,,,,,SLAB,RHL,884,Long Duration,NOBASE
C,IND4,,,,,PILE,RLL,884,Long Duration,NOBASE
M,IND4,,,,,PILE,RLL,884,Long Duration,NOBASE
S,IND4,,,,,PILE,RLL,884,Long Duration,NOBASE
W,IND4,,,,,PILE,RLL,884,Long Duration,NOBASE
C,IND4,,,,,PILE,RHL,884,Long Duration,NOBASE
M,IND4,,,,,PILE,RHL,884,Long Duration,NOBASE
S,IND4,,,,,PILE,RHL,884,Long Duration,NOBASE
W,IND4,,,,,PILE,RHL,884,Long Duration,NOBASE
C,IND4,,,,,BASEMENT,RLS,883,Short Duration,BASE
M,IND4,,,,,BASEMENT,RLS,883,Short Duration,BASE
S,IND4,,,,,BASEMENT,RLS,883,Short Duration,BASE
W,IND4,,,,,BASEMENT,RLS,883,Short Duration,BASE
C,IND4,,,,,BASEMENT,RHS,883,Short Duration,BASE
M,IND4,,,,,BASEMENT,RHS,883,Short Duration,BASE
S,IND4,,,,,BASEMENT,RHS,883,Short Duration,BASE
W,IND4,,,,,BASEMENT,RHS,883,Short Duration,BASE
C,IND4,,,,,SHALLOW,RLS,883,Short Duration,NOBASE
M,IND4,,,,,SHALLOW,RLS,883,Short Duration,NOBASE
S,IND4,,,,,SHALLOW,RLS,883,Short Duration,NOBASE
W,IND4,,,,,SHALLOW,RLS,883,Short Duration,NOBASE
C,IND4,,,,,SHALLOW,RHS,883,Short Duration,NOBASE
M,IND4,,,,,SHALLOW,RHS,883,Short Duration,NOBASE
S,IND4,,,,,SHALLOW,RHS,883,Short Duration,NOBASE
W,IND4,,,,,SHALLOW,RHS,883,Short Duration,NOBASE
C,IND4,,,,,SLAB,RLS,883,Short Duration,NOBASE
M,IND4,,,,,SLAB,RLS,883,Short Duration,NOBASE
S,IND4,,,,,SLAB,RLS,883,Short Duration,NOBASE
W,IND4,,,,,SLAB,RLS,883,Short Duration,NOBASE
C,IND4,,,,,SLAB,RHS,883,Short Duration,NOBASE
M,IND4,,,,,SLAB,RHS,883,Short Duration,NOBASE
S,IND4,,,,,SLAB,RHS,883,Short Duration,NOBASE
W,IND4,,,,,SLAB,RHS,883,Short Duration,NOBASE
C,IND4,,,,,PILE,RLS,883,Short Duration,NOBASE
M,IND4,,,,,PILE,RLS,883,Short Duration,NOBASE
S,IND4,,,,,PILE,RLS,883,Short Duration,NOBASE
W,IND4,,,,,PILE,RLS,883,Short Duration,NOBASE
C,IND4,,,,,PILE,RHS,883,Short Duration,NOBASE
M,IND4,,,,,PILE,RHS,883,Short Duration,NOBASE
S,IND4,,,,,PILE,RHS,883,Short Duration,NOBASE
W,IND4,,,,,PILE,RHS,883,Short Duration,NOBASE
C,IND5,,,,,BASEMENT,RLL,884,Long Duration,BASE
M,IND5,,,,,BASEMENT,RLL,884,Long Duration,BASE
S,IND5,,,,,BASEMENT,RLL,884,Long Duration,BASE
W,IND5,,,,,BASEMENT,RLL,884,Long Duration,BASE
C,IND5,,,,,BASEMENT,RHL,884,Long Duration,BASE
M,IND5,,,,,BASEMENT,RHL,884,Long Duration,BASE
S,IND5,,,,,BASEMENT,RHL,884,Long Duration,BASE
W,IND5,,,,,BASEMENT,RHL,884,Long Duration,BASE
C,IND5,,,,,SHALLOW,RLL,884,Long Duration,NOBASE
M,IND5,,,,,SHALLOW,RLL,884,Long Duration,NOBASE
S,IND5,,,,,SHALLOW,RLL,884,Long Duration,NOBASE
W,IND5,,,,,SHALLOW,RLL,884,Long Duration,NOBASE
C,IND5,,,,,SHALLOW,RHL,884,Long Duration,NOBASE
M,IND5,,,,,SHALLOW,RHL,884,Long Duration,NOBASE
S,IND5,,,,,SHALLOW,RHL,884,Long Duration,NOBASE
W,IND5,,,,,SHALLOW,RHL,884,Long Duration,NOBASE
C,IND5,,,,,SLAB,RLL,884,Long Duration,NOBASE
M,IND5,,,,,SLAB,RLL,884,Long Duration,NOBASE
S,IND5,,,,,SLAB,RLL,884,Long Duration,NOBASE
W,IND5,,,,,SLAB,RLL,884,Long Duration,NOBASE
C,IND5,,,,,SLAB,RHL,884,Long Duration,NOBASE
M,IND5,,,,,SLAB,RHL,884,Long Duration,NOBASE
S,IND5,,,,,SLAB,RHL,884,Long Duration,NOBASE
W,IND5,,,,,SLAB,RHL,884,Long Duration,NOBASE
C,IND5,,,,,PILE,RLL,884,Long Duration,NOBASE
M,IND5,,,,,PILE,RLL,884,Long Duration,NOBASE
S,IND5,,,,,PILE,RLL,884,Long Duration,NOBASE
W,IND5,,,,,PILE,RLL,884,Long Duration,NOBASE
C,IND5,,,,,PILE,RHL,884,Long Duration,NOBASE
M,IND5,,,,,PILE,RHL,884,Long Duration,NOBASE
S,IND5,,,,,PILE,RHL,884,Long Duration,NOBASE
W,IND5,,,,,PILE,RHL,884,Long Duration,NOBASE
C,IND5,,,,,BASEMENT,RLS,883,Short Duration,BASE
M,IND5,,,,,BASEMENT,RLS,883,Short Duration,BASE
S,IND5,,,,,BASEMENT,RLS,883,Short Duration,BASE
W,IND5,,,,,BASEMENT,RLS,883,Short Duration,BASE
C,IND5,,,,,BASEMENT,RHS,883,Short Duration,BASE
M,IND5,,,,,BASEMENT,RHS,883,Short Duration,BASE
S,IND5,,,,,BASEMENT,RHS,883,Short Duration,BASE
W,IND5,,,,,BASEMENT,RHS,883,Short Duration,BASE
C,IND5,,,,,SHALLOW,RLS,883,Short Duration,NOBASE
M,IND5,,,,,SHALLOW,RLS,883,Short Duration,NOBASE
S,IND5,,,,,SHALLOW,RLS,883,Short Duration,NOBASE
W,IND5,,,,,SHALLOW,RLS,883,Short Duration,NOBASE
C,IND5,,,,,SHALLOW,RHS,883,Short Duration,NOBASE
M,IND5,,,,,SHALLOW,RHS,883,Short Duration,NOBASE
