construction_type,occupancy_type,story_min,story_max,sqft_min,sqft_max,foundation_type,flood_peril_type,damage_function_id,Duration,Base Type
W,RES3F,4.0,999.0,,,SHALLOW,RLS,1381,Short Duration,NOBASE
C,RES3F,4.0,999.0,,,SHALLOW,RHS,1381,Short Duration,NOBASE
M,RES3F,4.0,999.0,,,SHALLOW,RHS,1381,Short Duration,NOBASE
S,RES3F,4.0,999.0,,,SHALLOW,RHS,1381,Short Duration,NOBASE
W,RES3F,4.0,999.0,,,SHALLOW,RHS,1381,Short Duration,NOBASE
C,RES3F,4.0,999.0,,,SLAB,RLS,1381,Short Duration,NOBASE
M,RES3F,4.0,999.0,,,SLAB,RLS,1381,Short Duration,NOBASE
S,RES3F,4.0,999.0,,,SLAB,RLS,1381,Short Duration,NOBASE
W,RES3F,4.0,999.0,,,SLAB,RLS,1381,Short Duration,NOBASE
C,RES3F,4.0,999.0,,,SLAB,RHS,1381,Short Duration,NOBASE
M,RES3F,4.0,999.0,,,SLAB,RHS,1381,Short Duration,NOBASE
S,RES3F,4.0,999.0,,,SLAB,RHS,1381,Short Duration,NOBASE
W,RES3F,4.0,999.0,,,SLAB,RHS,1381,Short Duration,NOBASE
C,RES3F,4.0,999.0,,,PILE,RLS,1381,Short Duration,NOBASE
M,RES3F,4.0,999.0,,,PILE,RLS,1381,Short Duration,NOBASE
S,RES3F,4.0,999.0,,,PILE,RLS,1381,Short Duration,NOBASE
W,RES3F,4.0,999.0,,,PILE,RLS,1381,Short Duration,NOBASE
C,RES3F,4.0,999.0,,,PILE,RHS,1381,Short Duration,NOBASE
M,RES3F,4.0,999.0,,,PILE,RHS,1381,Short Duration,NOBASE
S,RES3F,4.0,999.0,,,PILE,RHS,1381,Short Duration,NOBASE
W,RES3F,4.0,999.0,,,PILE,RHS,1381,Short Duration,NOBASE
C,RES4,1.0,3.0,,,BASEMENT,RLL,35,Long Duration,BASE
M,RES4,1.0,3.0,,,BASEMENT,RLL,35,Long Duration,BASE
S,RES4,1.0,3.0,,,BASEMENT,RLL,35,Long Duration,BASE
W,RES4,1.0,3.0,,,BASEMENT,RLL,35,Long Duration,BASE
C,RES4,1.0,3.0,,,BASEMENT,RHL,35,Long Duration,BASE
M,RES4,1.0,3.0,,,BASEMENT,RHL,35,Long Duration,BASE
S,RES4,1.0,3.0,,,BASEMENT,RHL,35,Long Duration,BASE
W,RES4,1.0,3.0,,,BASEMENT,RHL,35,Long Duration,BASE
C,RES4,4.0,999.0,,,BASEMENT,RLL,35,Long Duration,BASE
M,RES4,4.0,999.0,,,BASEMENT,RLL,35,Long Duration,BASE
S,RES4,4.0,999.0,,,BASEMENT,RLL,35,Long Duration,BASE
W,RES4,4.0,999.0,,,BASEMENT,RLL,35,Long Duration,BASE
C,RES4,4.0,999.0,,,BASEMENT,RHL,35,Long Duration,BASE
M,RES4,4.0,999.0,,,BASEMENT,RHL,35,Long Duration,BASE
S,RES4,4.0,999.0,,,BASEMENT,RHL,35,Long Duration,BASE
W,RES4,4.0,999.0,,,BASEMENT,RHL,35,Long Duration,BASE
C,RES4,1.0,3.0,,,SHALLOW,RLL,802,Long Duration,NOBASE
M,RES4,1.0,3.0,,,SHALLOW,RLL,802,Long Duration,NOBASE
S,RES4,1.0,3.0,,,SHALLOW,RLL,802,Long Duration,NOBASE
W,RES4,1.0,3.0,,,SHALLOW,RLL,802,Long Duration,NOBASE
C,RES4,1.0,3.0,,,SHALLOW,RHL,802,Long Duration,NOBASE
M,RES4,1.0,3.0,,,SHALLOW,RHL,802,Long Duration,NOBASE
S,RES4,1.0,3.0,,,SHALLOW,RHL,802,Long Duration,NOBASE
W,RES4,1.0,3.0,,,SHALLOW,RHL,802,Long Duration,NOBASE
C,RES4,1.0,3.0,,,SLAB,RLL,802,Long Duration,NOBASE
M,RES4,1.0,3.0,,,SLAB,RLL,802,Long Duration,NOBASE
S,RES4,1.0,3.0,,,SLAB,RLL,802,Long Duration,NOBASE
W,RES4,1.0,3.0,,,SLAB,RLL,802,Long Duration,NOBASE
C,RES4,1.0,3.0,,,SLAB,RHL,802,Long Duration,NOBASE
M,RES4,1.0,3.0,,,SLAB,RHL,802,Long Duration,NOBASE
S,RES4,1.0,3.0,,,SLAB,RHL,802,Long Duration,NOBASE
W,RES4,1.0,3.0,,,SLAB,RHL,802,Long Duration,NOBASE
C,RES4,1.0,3.0,,,PILE,RLL,802,Long Duration,NOBASE
M,RES4,1.0,3.0,,,PILE,RLL,802,Long Duration,NOBASE
S,RES4,1.0,3.0,,,PILE,RLL,802,Long Duration,NOBASE
W,RES4,1.0,3.0,,,PILE,RLL,802,Long Duration,NOBASE
C,RES4,1.0,3.0,,,PILE,RHL,802,Long Duration,NOBASE
M,RES4,1.0,3.0,,,PILE,RHL,802,Long Duration,NOBASE
S,RES4,1.0,3.0,,,PILE,RHL,802,Long Duration,NOBASE
W,RES4,1.0,3.0,,,PILE,RHL,802,Long Duration,NOBASE
C,RES4,4.0,999.0,,,SHALLOW,RLL,802,Long Duration,NOBASE
M,RES4,4.0,999.0,,,SHALLOW,RLL,802,Long Duration,NOBASE
S,RES4,4.0,999.0,,,SHALLOW,RLL,802,Long Duration,NOBASE
W,RES4,4.0,999.0,,,SHALLOW,RLL,802,Long Duration,NOBASE
C,RES4,4.0,999.0,,,SHALLOW,RHL,802,Long Duration,NOBASE
M,RES4,4.0,999.0,,,SHALLOW,RHL,802,Long Duration,NOBASE
S,RES4,4.0,999.0,,,SHALLOW,RHL,802,Long Duration,NOBASE
W,RES4,4.0,999.0,,,SHALLOW,RHL,802,Long Duration,NOBASE
C,RES4,4.0,999.0,,,SLAB,RLL,802,Long Duration,NOBASE
M,RES4,4.0,999.0,,,SLAB,RLL,802,Long Duration,NOBASE
S,RES4,4.0,999.0,,,SLAB,RLL,802,Long Duration,NOBASE
W,RES4,4.0,999.0,,,SLAB,RLL,802,Long Duration,NOBASE
C,RES4,4.0,999.0,,,SLAB,RHL,802,Long Duration,NOBASE
M,RES4,4.0,999.0,,,SLAB,RHL,802,Long Duration,NOBASE
S,RES4,4.0,999.0,,,SLAB,RHL,802,Long Duration,NOBASE
W,RES4,4.0,999.0,,,SLAB,RHL,802,Long Duration,NOBASE
C,RES4,4.0,999.0,,,PILE,RLL,802,Long Duration,NOBASE
M,RES4,4.0,999.0,,,PILE,RLL,802,Long Duration,NOBASE
S,RES4,4.0,999.0,,,PILE,RLL,802,Long Duration,NOBASE
W,RES4,4.0,999.0,,,PILE,RLL,802,Long Duration,NOBASE
C,RES4,4.0,999.0,,,PILE,RHL,802,Long Duration,NOBASE
M,RES4,4.0,999.0,,,PILE,RHL,802,Long Duration,NOBASE
S,RES4,4.0,999.0,,,PILE,RHL,802,Long Duration,NOBASE
W,RES4,4.0,999.0,,,PILE,RHL,802,Long Duration,NOBASE
C,RES4,1.0,3.0,,,BASEMENT,RLS,35,Short Duration,BASE
M,RES4,1.0,3.0,,,BASEMENT,RLS,35,Short Duration,BASE
S,RES4,1.0,3.0,,,BASEMENT,RLS,35,Short Duration,BASE
W,RES4,1.0,3.0,,,BASEMENT,RLS,35,Short Duration,BASE
C,RES4,1.0,3.0,,,BASEMENT,RHS,35,Short Duration,BASE
M,RES4,1.0,3.0,,,BASEMENT,RHS,35,Short Duration,BASE
S,RES4,1.0,3.0,,,BASEMENT,RHS,35,Short Duration,BASE
W,RES4,1.0,3.0,,,BASEMENT,RHS,35,Short Duration,BASE
C,RES4,4.0,999.0,,,BASEMENT,RLS,35,Short Duration,BASE
M,RES4,4.0,999.0,,,BASEMENT,RLS,35,Short Duration,BASE
S,RES4,4.0,999.0,,,BASEMENT,RLS,35,Short Duration,BASE
W,RES4,4.0,999.0,,,BASEMENT,RLS,35,Short Duration,BASE
C,RES4,4.0,999.0,,,BASEMENT,RHS,35,Short Duration,BASE
M,RES4,4.0,999.0,,,BASEMENT,RHS,35,Short Duration,BASE
S,RES4,4.0,999.0,,,BASEMENT,RHS,35,Short Duration,BASE
W,RES4,4.0,999.0,,,BASEMENT,RHS,35,Short Duration,BASE
C,RES4,1.0,3.0,,,SHALLOW,RLS,765,Short Duration,NOBASE
M,RES4,1.0,3.0,,,SHALLOW,RLS,765,Short Duration,NOBASE
S,RES4,1.0,3.0,,,SHALLOW,RLS,765,Short Duration,NOBASE
W,RES4,1.0,3.0,,,SHALLOW,RLS,765,Short Duration,NOBASE
C,RES4,1.0,3.0,,,SHALLOW,RHS,765,Short Duration,NOBASE
M,RES4,1.0,3.0,,,SHALLOW,RHS,765,Short Duration,NOBASE
S,RES4,1.0,3.0,,,SHALLOW,RHS,765,Short Duration,NOBASE
W,RES4,1.0,3.0,,,SHALLOW,RHS,765,Short Duration,NOBASE
C,RES4,1.0,3.0,,,SLAB,RLS,765,Short Duration,NOBASE
M,RES4,1.0,3.0,,,SLAB,RLS,765,Short Duration,NOBASE
S,RES4,1.0,3.0,,,SLAB,RLS,765,Short Duration,NOBASE
W,RES4,1.0,3.0,,,SLAB,RLS,765,Short Duration,NOBASE
C,RES4,1.0,3.0,,,SLAB,RHS,765,Short Duration,NOBASE
M,RES4,1.0,3.0,,,SLAB,RHS,765,Short Duration,NOBASE
S,RES4,1.0,3.0,,,SLAB,RHS,765,Short Duration,NOBASE
W,RES4,1.0,3.0,,,SLAB,RHS,765,Short Duration,NOBASE
C,RES4,1.0,3.0,,,PILE,RLS,765,Short Duration,NOBASE
M,RES4,1.0,3.0,,,PILE,RLS,765,Short Duration,NOBASE
S,RES4,1.0,3.0,,,PILE,RLS,765,Short Duration,NOBASE
W,RES4,1.0,3.0,,,PILE,RLS,765,Short Duration,NOBASE
C,RES4,1.0,3.0,,,PILE,RHS,765,Short Duration,NOBASE
M,RES4,1.0,3.0,,,PILE,RHS,765,Short Duration,NOBASE
S,RES4,1.0,3.0,,,PILE,RHS,765,Short Duration,NOBASE
W,RES4,1.0,3.0,,,PILE,RHS,765,Short Duration,NOBASE
C,RES4,4.0,999.0,,,SHALLOW,RLS,765,Short Duration,NOBASE
M,RES4,4.0,999.0,,,SHALLOW,RLS,765,Short Duration,NOBASE
S,RES4,4.0,999.0,,,SHALLOW,RLS,765,Short Duration,NOBASE
W,RES4,4.0,999.0,,,SHALLOW,RLS,765,Short Duration,NOBASE
C,RES4,4.0,999.0,,,SHALLOW,RHS,765,Short Duration,NOBASE
M,RES4,4.0,999.0,,,SHALLOW,RHS,765,Short Duration,NOBASE
S,RES4,4.0,999.0,,,SHALLOW,RHS,765,Short Duration,NOBASE
W,RES4,4.0,999.0,,,SHALLOW,RHS,765,Short Duration,NOBASE
C,RES4,4.0,999.0,,,SLAB,RLS,765,Short Duration,NOBASE
M,RES4,4.0,999.0,,,SLAB,RLS,765,Short Duration,NOBASE
S,RES4,4.0,999.0,,,SLAB,RLS,765,Short Duration,NOBASE
W,RES4,4.0,999.0,,,SLAB,RLS,765,Short Duration,NOBASE
C,RES4,4.0,999.0,,,SLAB,RHS,765,Short Duration,NOBASE
M,RES4,4.0,999.0,,,SLAB,RHS,765,Short Duration,NOBASE
S,RES4,4.0,999.0,,,SLAB,RHS,765,Short Duration,NOBASE
W,RES4,4.0,999.0,,,SLAB,RHS,765,Short Duration,NOBASE
C,RES4,4.0,999.0,,,PILE,RLS,765,Short Duration,NOBASE
M,RES4,4.0,999.0,,,PILE,RLS,765,Short Duration,NOBASE
S,RES4,4.0,999.0,,,PILE,RLS,765,Short Duration,NOBASE
W,RES4,4.0,999.0,,,PILE,RLS,765,Short Duration,NOBASE
C,RES4,4.0,999.0,,,PILE,RHS,765,Short Duration,NOBASE
M,RES4,4.0,999.0,,,PILE,RHS,765,Short Duration,NOBASE
S,RES4,4.0,999.0,,,PILE,RHS,765,Short Duration,NOBASE
W,RES4,4.0,999.0,,,PILE,RHS,765,Short Duration,NOBASE
C,RES5,1.0,3.0,,,BASEMENT,RLL,35,Long Duration,BASE
M,RES5,1.0,3.0,,,BASEMENT,RLL,35,Long Duration,BASE
S,RES5,1.0,3.0,,,BASEMENT,RLL,35,Long Duration,BASE
W,RES5,1.0,3.0,,,BASEMENT,RLL,35,Long Duration,BASE
C,RES5,1.0,3.0,,,BASEMENT,RHL,35,Long Duration,BASE
M,RES5,1.0,3.0,,,BASEMENT,RHL,35,Long Duration,BASE
S,RES5,1.0,3.0,,,BASEMENT,RHL,35,Long Duration,BASE
W,RES5,1.0,3.0,,,BASEMENT,RHL,35,Long Duration,BASE
C,RES5,4.0,999.0,,,BASEMENT,RLL,35,Long Duration,BASE
M,RES5,4.0,999.0,,,BASEMENT,RLL,35,Long Duration,BASE
S,RES5,4.0,999.0,,,BASEMENT,RLL,35,Long Duration,BASE
W,RES5,4.0,999.0,,,BASEMENT,RLL,35,Long Duration,BASE
C,RES5,4.0,999.0,,,BASEMENT,RHL,35,Long Duration,BASE
M,RES5,4.0,999.0,,,BASEMENT,RHL,35,Long Duration,BASE
S,RES5,4.0,999.0,,,BASEMENT,RHL,35,Long Duration,BASE
W,RES5,4.0,999.0,,,BASEMENT,RHL,35,Long Duration,BASE
C,RES5,1.0,3.0,,,SHALLOW,RLL,802,Long Duration,NOBASE
M,RES5,1.0,3.0,,,SHALLOW,RLL,802,Long Duration,NOBASE
S,RES5,1.0,3.0,,,SHALLOW,RLL,802,Long Duration,NOBASE
W,RES5,1.0,3.0,,,SHALLOW,RLL,802,Long Duration,NOBASE
C,RES5,1.0,3.0,,,SHALLOW,RHL,802,Long Duration,NOBASE
M,RES5,1.0,3.0,,,SHALLOW,RHL,802,Long Duration,NOBASE
S,RES5,1.0,3.0,,,SHALLOW,RHL,802,Long Duration,NOBASE
W,RES5,1.0,3.0,,,SHALLOW,RHL,802,Long Duration,NOBASE
C,RES5,1.0,3.0,,,SLAB,RLL,802,Long Duration,NOBASE
M,RES5,1.0,3.0,,,SLAB,RLL,802,Long Duration,NOBASE
S,RES5,1.0,3.0,,,SLAB,RLL,802,Long Duration,NOBASE
W,RES5,1.0,3.0,,,SLAB,RLL,802,Long Duration,NOBASE
C,RES5,1.0,3.0,,,SLAB,RHL,802,Long Duration,NOBASE
M,RES5,1.0,3.0,,,SLAB,RHL,802,Long Duration,NOBASE
S,RES5,1.0,3.0,,,SLAB,RHL,802,Long Duration,NOBASE
W,RES5,1.0,3.0,,,SLAB,RHL,802,Long Duration,NOBASE
C,RES5,1.0,3.0,,,PILE,RLL,802,Long Duration,NOBASE
M,RES5,1.0,3.0,,,PILE,RLL,802,Long Duration,NOBASE
S,RES5,1.0,3.0,,,PILE,RLL,802,Long Duration,NOBASE
W,RES5,1.0,3.0,,,PILE,RLL,802,Long Duration,NOBASE
C,RES5,1.0,3.0,,,PILE,RHL,802,Long Duration,NOBASE
M,RES5,1.0,3.0,,,PILE,RHL,802,Long Duration,NOBASE
S,RES5,1.0,3.0,,,PILE,RHL,802,Long Duration,NOBASE
W,RES5,1.0,3.0,,,PILE,RHL,802,Long Duration,NOBASE
C,RES5,4.0,999.0,,,SHALLOW,RLL,802,Long Duration,NOBASE
M,RES5,4.0,999.0,,,SHALLOW,RLL,802,Long Duration,NOBASE
S,RES5,4.0,999.0,,,SHALLOW,RLL,802,Long Duration,NOBASE
W,RES5,4.0,999.0,,,SHALLOW,RLL,802,Long Duration,NOBASE
C,RES5,4.0,999.0,,,SHALLOW,RHL,802,Long Duration,NOBASE
M,RES5,4.0,999.0,,,SHALLOW,RHL,802,Long Duration,NOBASE
S,RES5,4.0,999.0,,,SHALLOW,RHL,802,Long Duration,NOBASE
W,RES5,4.0,999.0,,,SHALLOW,RHL,802,Long Duration,NOBASE
C,RES5,4.0,999.0,,,SLAB,RLL,802,Long Duration,NOBASE
M,RES5,4.0,999.0,,,SLAB,RLL,802,Long Duration,NOBASE
S,RES5,4.0,999.0,,,SLAB,RLL,802,Long Duration,NOBASE
W,RES5,4.0,999.0,,,SLAB,RLL,802,Long Duration,NOBASE
C,RES5,4.0,999.0,,,SLAB,RHL,802,Long Duration,NOBASE
M,RES5,4.0,999.0,,,SLAB,RHL,802,Long Duration,NOBASE
S,RES5,4.0,999.0,,,SLAB,RHL,802,Long Duration,NOBASE
W,RES5,4.0,999.0,,,SLAB,RHL,802,Long Duration,NOBASE
C,RES5,4.0,999.0,,,PILE,RLL,802,Long Duration,NOBASE
M,RES5,4.0,999.0,,,PILE,RLL,802,Long Duration,NOBASE
S,RES5,4.0,999.0,,,PILE,RLL,802,Long Duration,NOBASE
W,RES5,4.0,999.0,,,PILE,RLL,802,Long Duration,NOBASE
C,RES5,4.0,999.0,,,PILE,RHL,802,Long Duration,NOBASE
M,RES5,4.0,999.0,,,PILE,RHL,802,Long Duration,NOBASE
S,RES5,4.0,999.0,,,PILE,RHL,802,Long Duration,NOBASE
W,RES5,4.0,999.0,,,PILE,RHL,802,Long Duration,NOBASE
C,RES5,1.0,3.0,,,BASEMENT,RLS,35,Short Duration,BASE
M,RES5,1.0,3.0,,,BASEMENT,RLS,35,Short Duration,BASE
S,RES5,1.0,3.0,,,BASEMENT,RLS,35,Short Duration,BASE
W,RES5,1.0,3.0,,,BASEMENT,RLS,35,Short Duration,BASE
C,RES5,1.0,3.0,,,BASEMENT,RHS,35,Short Duration,BASE
M,RES5,1.0,3.0,,,BASEMENT,RHS,35,Short Duration,BASE
S,RES5,1.0,3.0,,,BASEMENT,RHS,35,Short Duration,BASE
W,RES5,1.0,3.0,,,BASEMENT,RHS,35,Short Duration,BASE
C,RES5,4.0,999.0,,,BASEMENT,RLS,35,Short Duration,BASE
M,RES5,4.0,999.0,,,BASEMENT,RLS,35,Short Duration,BASE
S,RES5,4.0,999.0,,,BASEMENT,RLS,35,Short Duration,BASE
W,RES5,4.0,999.0,,,BASEMENT,RLS,35,Short Duration,BASE
C,RES5,4.0,999.0,,,BASEMENT,RHS,35,Short Duration,BASE
M,RES5,4.0,999.0,,,BASEMENT,RHS,35,Short Duration,BASE
S,RES5,4.0,999.0,,,BASEMENT,RHS,35,Short Duration,BASE
W,RES5,4.0,999.0,,,BASEMENT,RHS,35,Short Duration,BASE
C,RES5,1.0,3.0,,,SHALLOW,RLS,765,Short Duration,NOBASE
M,RES5,1.0,3.0,,,SHALLOW,RLS,765,Short Duration,NOBASE
S,RES5,1.0,3.0,,,SHALLOW,RLS,765,Short Duration,NOBASE
W,RES5,1.0,3.0,,,SHALLOW,RLS,765,Short Duration,NOBASE
C,RES5,1.0,3.0,,,SHALLOW,RHS,765,Short Duration,NOBASE
M,RES5,1.0,3.0,,,SHALLOW,RHS,765,Short Duration,NOBASE
S,RES5,1.0,3.0,,,SHALLOW,RHS,765,Short Duration,NOBASE
W,RES5,1.0,3.0,,,SHALLOW,RHS,765,Short Duration,NOBASE
C,RES5,1.0,3.0,,,SLAB,RLS,765,Short Duration,NOBASE
M,RES5,1.0,3.0,,,SLAB,RLS,765,Short Duration,NOBASE
S,RES5,1.0,3.0,,,SLAB,RLS,765,Short Duration,NOBASE
W,RES5,1.0,3.0,,,SLAB,RLS,765,Short Duration,NOBASE
C,RES5,1.0,3.0,,,SLAB,RHS,765,Short Duration,NOBASE
M,RES5,1.0,3.0,,,SLAB,RHS,765,Short Duration,NOBASE
S,RES5,1.0,3.0,,,SLAB,RHS,765,Short Duration,NOBASE
W,RES5,1.0,3.0,,,SLAB,RHS,765,Short Duration,NOBASE
C,RES5,1.0,3.0,,,PILE,RLS,765,Short Duration,NOBASE
M,RES5,1.0,3.0,,,PILE,RLS,765,Short Duration,NOBASE
S,RES5,1.0,3.0,,,PILE,RLS,765,Short Duration,NOBASE
W,RES5,1.0,3.0,,,PILE,RLS,765,Short Duration,NOBASE
C,RES5,1.0,3.0,,,PILE,RHS,765,Short Duration,NOBASE
M,RES5,1.0,3.0,,,PILE,RHS,765,Short Duration,NOBASE
S,RES5,1.0,3.0,,,PILE,RHS,765,Short Duration,NOBASE
W,RES5,1.0,3.0,,,PILE,RHS,765,Short Duration,NOBASE
C,RES5,4.0,999.0,,,SHALLOW,RLS,765,Short Duration,NOBASE
M,RES5,4.0,999.0,,,SHALLOW,RLS,765,Short Duration,NOBASE
S,RES5,4.0,999.0,,,SHALLOW,RLS,765,Short Duration,NOBASE
W,RES5,4.0,999.0,,,SHALLOW,RLS,765,Short Duration,NOBASE
C,RES5,4.0,999.0,,,SHALLOW,RHS,765,Short Duration,NOBASE
M,RES5,4.0,999.0,,,SHALLOW,RHS,765,Short Duration,NOBASE
S,RES5,4.0,999.0,,,SHALLOW,RHS,765,Short Duration,NOBASE
W,RES5,4.0,999.0,,,SHALLOW,RHS,765,Short Duration,NOBASE
C,RES5,4.0,999.0,,,SLAB,RLS,765,Short Duration,NOBASE
M,RES5,4.0,999.0,,,SLAB,RLS,765,Short Duration,NOBASE
S,RES5,4.0,999.0,,,SLAB,RLS,765,Short Duration,NOBASE
W,RES5,4.0,999.0,,,SLAB,RLS,765,Short Duration,NOBASE
C,RES5,4.0,999.0,,,SLAB,RHS,765,Short Duration,NOBASE
M,RES5,4.0,999.0,,,SLAB,RHS,765,Short Duration,NOBASE
S,RES5,4.0,999.0,,,SLAB,RHS,765,Short Duration,NOBASE
W,RES5,4.0,999.0,,,SLAB,RHS,765,Short Duration,NOBASE
C,RES5,4.0,999.0,,,PILE,RLS,765,Short Duration,NOBASE
M,RES5,4.0,999.0,,,PILE,RLS,765,Short Duration,NOBASE
S,RES5,4.0,999.0,,,PILE,RLS,765,Short Duration,NOBASE
W,RES5,4.0,999.0,,,PILE,RLS,765,Short Duration,NOBASE
C,RES5,4.0,999.0,,,PILE,RHS,765,Short Duration,NOBASE
M,RES5,4.0,999.0,,,PILE,RHS,765,Short Duration,NOBASE
S,RES5,4.0,999.0,,,PILE,RHS,765,Short Duration,NOBASE
W,RES5,4.0,999.0,,,PILE,RHS,765,Short Duration,NOBASE
C,RES6,1.0,3.0,,,BASEMENT,RLL,35,Long Duration,BASE
M,RES6,1.0,3.0,,,BASEMENT,RLL,35,Long Duration,BASE
S,RES6,1.0,3.0,,,BASEMENT,RLL,35,Long Duration,BASE
W,RES6,1.0,3.0,,,BASEMENT,RLL,35,Long Duration,BASE
C,RES6,1.0,3.0,,,BASEMENT,RHL,35,Long Duration,BASE
M,RES6,1.0,3.0,,,BASEMENT,RHL,35,Long Duration,BASE
S,RES6,1.0,3.0,,,BASEMENT,RHL,35,Long Duration,BASE
W,RES6,1.0,3.0,,,BASEMENT,RHL,35,Long Duration,BASE
C,RES6,4.0,999.0,,,BASEMENT,RLL,35,Long Duration,BASE
M,RES6,4.0,999.0,,,BASEMENT,RLL,35,Long Duration,BASE
S,RES6,4.0,999.0,,,BASEMENT,RLL,35,Long Duration,BASE
W,RES6,4.0,999.0,,,BASEMENT,RLL,35,Long Duration,BASE
C,RES6,4.0,999.0,,,BASEMENT,RHL,35,Long Duration,BASE
M,RES6,4.0,999.0,,,BASEMENT,RHL,35,Long Duration,BASE
S,RES6,4.0,999.0,,,BASEMENT,RHL,35,Long Duration,BASE
W,RES6,4.0,999.0,,,BASEMENT,RHL,35,Long Duration,BASE
C,RES6,1.0,3.0,,,SHALLOW,RLL,1383,Long Duration,NOBASE
M,RES6,1.0,3.0,,,SHALLOW,RLL,1383,Long Duration,NOBASE
S,RES6,1.0,3.0,,,SHALLOW,RLL,1383,Long Duration,NOBASE
W,RES6,1.0,3.0,,,SHALLOW,RLL,1383,Long Duration,NOBASE
C,RES6,1.0,3.0,,,SHALLOW,RHL,1383,Long Duration,NOBASE
M,RES6,1.0,3.0,,,SHALLOW,RHL,1383,Long Duration,NOBASE
S,RES6,1.0,3.0,,,SHALLOW,RHL,1383,Long Duration,NOBASE
W,RES6,1.0,3.0,,,SHALLOW,RHL,1383,Long Duration,NOBASE
C,RES6,1.0,3.0,,,SLAB,RLL,1383,Long Duration,NOBASE
M,RES6,1.0,3.0,,,SLAB,RLL,1383,Long Duration,NOBASE
S,RES6,1.0,3.0,,,SLAB,RLL,1383,Long Duration,NOBASE
W,RES6,1.0,3.0,,,SLAB,RLL,1383,Long Duration,NOBASE
C,RES6,1.0,3.0,,,SLAB,RHL,1383,Long Duration,NOBASE
M,RES6,1.0,3.0,,,SLAB,RHL,1383,Long Duration,NOBASE
S,RES6,1.0,3.0,,,SLAB,RHL,1383,Long Duration,NOBASE
W,RES6,1.0,3.0,,,SLAB,RHL,1383,Long Duration,NOBASE
C,RES6,1.0,3.0,,,PILE,RLL,1383,Long Duration,NOBASE
M,RES6,1.0,3.0,,,PILE,RLL,1383,Long Duration,NOBASE
S,RES6,1.0,3.0,,,PILE,RLL,1383,Long Duration,NOBASE
W,RES6,1.0,3.0,,,PILE,RLL,1383,Long Duration,NOBASE
C,RES6,1.0,3.0,,,PILE,RHL,1383,Long Duration,NOBASE
M,RES6,1.0,3.0,,,PILE,RHL,1383,Long Duration,NOBASE
S,RES6,1.0,3.0,,,PILE,RHL,1383,Long Duration,NOBASE
W,RES6,1.0,3.0,,,PILE,RHL,1383,Long Duration,NOBASE
C,RES6,4.0,999.0,,,SHALLOW,RLL,1383,Long Duration,NOBASE
M,RES6,4.0,999.0,,,SHALLOW,RLL,1383,Long Duration,NOBASE
S,RES6,4.0,999.0,,,SHALLOW,RLL,1383,Long Duration,NOBASE
W,RES6,4.0,999.0,,,SHALLOW,RLL,1383,Long Duration,NOBASE
C,RES6,4.0,999.0,,,SHALLOW,RHL,1383,Long Duration,NOBASE
M,RES6,4.0,999.0,,,SHALLOW,RHL,1383,Long Duration,NOBASE
S,RES6,4.0,999.0,,,SHALLOW,RHL,1383,Long Duration,NOBASE
W,RES6,4.0,999.0,,,SHALLOW,RHL,1383,Long Duration,NOBASE
C,RES6,4.0,999.0,,,SLAB,RLL,1383,Long Duration,NOBASE
M,RES6,4.0,999.0,,,SLAB,RLL,1383,Long Duration,NOBASE
S,RES6,4.0,999.0,,,SLAB,RLL,1383,Long Duration,NOBASE
W,RES6,4.0,999.0,,,SLAB,RLL,1383,Long Duration,NOBASE
C,RES6,4.0,999.0,,,SLAB,RHL,1383,Long Duration,NOBASE
M,RES6,4.0,999.0,,,SLAB,RHL,1383,Long Duration,NOBASE
S,RES6,4.0,999.0,,,SLAB,RHL,1383,Long Duration,NOBASE
W,RES6,4.0,999.0,,,SLAB,RHL,1383,Long Duration,NOBASE
C,RES6,4.0,999.0,,,PILE,RLL,1383,Long Duration,NOBASE
M,RES6,4.0,999.0,,,PILE,RLL,1383,Long Duration,NOBASE
S,RES6,4.0,999.0,,,PILE,RLL,1383,Long Duration,NOBASE
W,RES6,4.0,999.0,,,PILE,RLL,1383,Long Duration,NOBASE
C,RES6,4.0,999.0,,,PILE,RHL,1383,Long Duration,NOBASE
M,RES6,4.0,999.0,,,PILE,RHL,1383,Long Duration,NOBASE
S,RES6,4.0,999.0,,,PILE,RHL,1383,Long Duration,NOBASE
W,RES6,4.0,999.0,,,PILE,RHL,1383,Long Duration,NOBASE
C,RES6,1.0,3.0,,,BASEMENT,RLS,35,Short Duration,BASE
M,RES6,1.0,3.0,,,BASEMENT,RLS,35,Short Duration,BASE
S,RES6,1.0,3.0,,,BASEMENT,RLS,35,Short Duration,BASE
W,RES6,1.0,3.0,,,BASEMENT,RLS,35,Short Duration,BASE
C,RES6,1.0,3.0,,,BASEMENT,RHS,35,Short Duration,BASE
M,RES6,1.0,3.0,,,BASEMENT,RHS,35,Short Duration,BASE
S,RES6,1.0,3.0,,,BASEMENT,RHS,35,Short Duration,BASE
W,RES6,1.0,3.0,,,BASEMENT,RHS,35,Short Duration,BASE
C,RES6,4.0,999.0,,,BASEMENT,RLS,35,Short Duration,BASE
M,RES6,4.0,999.0,,,BASEMENT,RLS,35,Short Duration,BASE
S,RES6,4.0,999.0,,,BASEMENT,RLS,35,Short Duration,BASE
