ddf_id,comment,depth_m12_0,depth_m11_0,depth_m10_0,depth_m9_0,depth_m8_0,depth_m7_0,depth_m6_0,depth_m5_0,depth_m4_0,depth_m3_0,depth_m2_0,depth_m1_5,depth_m1_0,depth_m0_5,depth_0_0,depth_0_5,depth_1_0,depth_1_5,depth_2_0,depth_3_0,depth_4_0,depth_5_0,depth_6_0,depth_7_0,depth_8_0,depth_9_0,depth_10_0,depth_11_0,depth_12_0,depth_13_0,depth_14_0,depth_15_0,depth_16_0,depth_17_0,depth_18_0,depth_19_0,depth_20_0,depth_21_0,depth_22_0,depth_23_0,depth_24_0
863,,,,,,,,,,,,,,,,6.0,,10.0,,18.0,23.0,27.0,32.0,,,,,,,,,,,,,,,,,,,
864,,,,,,,,,,,,,,,,5.0,,9.0,,13.0,18.0,20.0,22.0,,26.0,,,38.0,,,,,,,,,,,,,,
865,,,,,,,,,,,,4.0,,8.0,,11.0,,18.0,,20.0,23.0,28.0,33.0,38.0,44.0,49.0,51.0,53.0,55.0,57.0,59.0,60.0,,,,,,,,,,
866,,,,,,,,,,,,,,,,4.0,,8.0,,12.0,17.0,19.0,22.0,24.0,25.0,,35.0,38.0,,,,,,,,,,,,,,
867,,,,,,,,,,,,3.0,,5.0,,6.0,,9.0,,15.0,20.0,26.0,31.0,33.0,36.0,39.0,43.0,45.0,,,,,,,,,,,,,,
868,,,,,,,,,,,,,,,,3.0,,9.0,,13.0,25.0,27.0,28.0,33.0,34.0,41.0,43.0,45.0,46.0,47.0,48.0,49.0,50.0,,,,,,,,,
869,,,,,,,,,,,,3.0,,5.0,,6.0,,16.0,,19.0,22.0,27.0,32.0,35.0,36.0,44.0,48.0,50.0,52.0,54.0,,,,,,,,,,,,
870,,,,,,,,,,,,,,,,8.0,,45.0,,64.0,74.0,79.0,80.0,81.0,82.0,,,,,,,,,,,,,,,,,
871,,,,,,,,,,0.0,0.0,0.0,,0.0,,18.0,,22.0,,25.0,28.0,30.0,31.0,40.0,43.0,43.0,45.0,46.0,47.0,47.0,49.0,50.0,50.0,50.0,51.0,51.0,52.0,52.0,53.0,53.0,54.0,54.0
872,,,,,,,,,,0.0,0.0,0.0,,0.0,,6.0,,10.0,,18.0,23.0,27.0,32.0,39.0,39.0,43.0,44.0,44.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0
873,,,,,,,,,,0.0,0.0,0.0,,0.0,,11.0,,12.0,,14.0,18.0,20.0,22.0,24.0,26.0,30.0,34.0,38.0,39.0,40.0,42.0,43.0,44.0,45.0,47.0,48.0,49.0,50.0,52.0,53.0,54.0,56.0
874,,,,,,,,,,0.0,0.0,4.0,,8.0,,13.0,,15.0,,20.0,23.0,27.0,32.0,37.0,43.0,48.0,51.0,53.0,55.0,57.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0
875,,,,,,,,,,4.0,4.0,8.0,,14.0,,19.0,,21.0,,26.0,29.0,34.0,39.0,44.0,50.0,55.0,57.0,59.0,61.0,63.0,65.0,66.0,68.0,69.0,71.0,72.0,74.0,75.0,77.0,79.0,80.0,82.0
876,,,,,,,,,,0.0,0.0,0.0,,0.0,,5.0,,8.0,,12.0,17.0,19.0,22.0,24.0,25.0,30.0,35.0,38.0,39.0,40.0,42.0,43.0,44.0,45.0,47.0,48.0,49.0,50.0,52.0,53.0,54.0,56.0
877,,,,,,,,,,0.0,0.0,3.0,,5.0,,7.0,,9.0,,15.0,20.0,26.0,31.0,33.0,36.0,39.0,43.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0
878,,,,,,,,,,3.0,3.0,6.0,,10.0,,12.0,,14.0,,20.0,25.0,31.0,36.0,38.0,41.0,44.0,48.0,50.0,52.0,54.0,56.0,57.0,59.0,61.0,63.0,65.0,67.0,69.0,71.0,73.0,75.0,77.0
879,,,,,,,,,,0.0,0.0,0.0,,0.0,,3.0,,9.0,,13.0,25.0,27.0,28.0,33.0,34.0,41.0,43.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0
880,,,,,,,,,,0.0,0.0,3.0,,5.0,,6.0,,16.0,,19.0,22.0,27.0,32.0,35.0,36.0,44.0,48.0,50.0,52.0,54.0,56.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0
881,,,,,,,,,,6.0,6.0,9.0,,14.0,,15.0,,24.0,,27.0,30.0,35.0,40.0,43.0,44.0,52.0,56.0,58.0,60.0,62.0,64.0,66.0,68.0,70.0,72.0,74.0,76.0,78.0,81.0,83.0,85.0,87.0
882,,,,,,,,,,0.0,0.0,0.0,,0.0,,11.0,,44.0,,63.0,73.0,78.0,79.0,81.0,82.0,83.0,84.0,85.0,86.0,88.0,89.0,90.0,91.0,92.0,94.0,95.0,96.0,97.0,98.0,99.0,100.0,100.0
883,,,,,,,,,,0.0,0.0,0.0,,0.0,,8.0,,10.0,,14.0,26.0,28.0,29.0,41.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0
884,,,,,,,,,,0.0,0.0,0.0,,0.0,,8.0,,45.0,,64.0,74.0,79.0,80.0,81.0,82.0,83.0,84.0,85.0,86.0,87.0,88.0,89.0,90.0,91.0,92.0,93.0,94.0,95.0,96.0,97.0,98.0,99.0
885,,,,,,,,,,0.0,0.0,0.0,,0.0,,6.0,,10.0,,18.0,23.0,27.0,32.0,39.0,39.0,43.0,44.0,44.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0
886,,,,,,,,,,7.0,7.0,7.0,,11.0,,17.0,,21.0,,29.0,34.0,38.0,43.0,50.0,50.0,54.0,55.0,55.0,57.0,58.0,60.0,62.0,63.0,65.0,67.0,69.0,70.0,72.0,74.0,76.0,77.0,79.0
887,,,,,,,,,,7.0,7.0,10.0,,14.0,,17.0,,21.0,,29.0,34.0,38.0,43.0,47.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0
888,,,,,,,,,,0.0,0.0,0.0,,0.0,,5.0,,9.0,,13.0,18.0,20.0,22.0,24.0,26.0,30.0,34.0,38.0,40.0,42.0,44.0,46.0,48.0,50.0,52.0,54.0,56.0,58.0,60.0,62.0,64.0,66.0
889,,,,,,,,,,0.0,0.0,4.0,,8.0,,11.0,,18.0,,20.0,23.0,28.0,33.0,38.0,44.0,49.0,51.0,53.0,55.0,57.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0
890,,,,,,,,,,4.0,4.0,8.0,,14.0,,17.0,,24.0,,26.0,29.0,34.0,39.0,44.0,50.0,55.0,57.0,59.0,61.0,63.0,65.0,67.0,69.0,71.0,73.0,75.0,77.0,79.0,81.0,83.0,85.0,87.0
891,,,,,,,,,,0.0,0.0,0.0,,0.0,,4.0,,8.0,,12.0,17.0,19.0,22.0,24.0,25.0,30.0,35.0,38.0,40.0,42.0,44.0,46.0,48.0,50.0,52.0,54.0,56.0,58.0,60.0,62.0,64.0,66.0
892,,,,,,,,,,0.0,0.0,3.0,,5.0,,6.0,,9.0,,15.0,20.0,26.0,31.0,33.0,36.0,39.0,42.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0
893,,,,,,,,,,3.0,3.0,6.0,,10.0,,11.0,,14.0,,20.0,25.0,31.0,36.0,38.0,41.0,44.0,47.0,50.0,52.0,54.0,56.0,58.0,60.0,62.0,64.0,66.0,68.0,70.0,72.0,74.0,76.0,78.0
894,,,,,,,,,,0.0,0.0,0.0,,0.0,,3.0,,9.0,,13.0,25.0,27.0,28.0,32.0,37.0,41.0,43.0,45.0,47.0,49.0,51.0,53.0,55.0,57.0,59.0,61.0,63.0,65.0,67.0,69.0,71.0,73.0
895,,,,,,,,,,0.0,0.0,0.0,,5.0,,6.0,,16.0,,19.0,22.0,27.0,32.0,35.0,42.0,48.0,50.0,52.0,54.0,56.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0
896,,,,,,,,,,6.0,6.0,6.0,,14.0,,15.0,,24.0,,27.0,30.0,35.0,41.0,44.0,48.0,52.0,57.0,59.0,61.0,63.0,65.0,67.0,69.0,71.0,73.0,75.0,77.0,79.0,81.0,83.0,85.0,87.0
897,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,0.1,,0.1,,2.5,,3.0,3.9,4.8,6.1,6.6,7.0,7.4,7.9,8.2,8.4,8.7,9.0,9.3,9.6,,,,,,,,,
898,,0,0.0,0.0,0.0,0.0,0.1,0.1,0.167,0.233,0.3,0.333,,0.367,,0.4,,2.9,,3.6,4.9,6.2,7.6,8.0,8.4,8.9,9.3,9.5,9.7,9.9,10.1,10.3,10.5,,,,,,,,,
899,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.8,,1.1,1.9,2.7,3.5,3.7,3.9,4.1,4.3,4.4,4.4,4.5,4.6,4.7,4.8,,,,,,,,,
900,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,6.4,,6.9,7.9,,9.9,,,11.4,11.9,12.1,,12.7,,,,,,,,,,,,
901,,0,0.0,0.0,0.0,0.0,0.1,0.2,0.233,0.267,0.3,0.333,,0.367,,0.4,,5.0,,5.3,6.2,7.1,8.0,8.6,9.1,9.7,10.2,10.4,10.5,10.7,10.8,11.0,11.1,,,,,,,,,
902,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,,0.1,,0.2,,6.8,,8.1,9.5,10.9,12.4,13.0,13.0,14.1,14.6,15.2,15.9,16.5,17.1,17.7,18.3,,,,,,,,,
903,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,,0.1,,0.2,,6.8,,8.1,9.5,10.9,12.4,13.0,13.0,14.1,14.6,15.2,15.9,16.5,17.1,17.7,18.3,,,,,,,,,
904,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,,0.1,,0.2,,6.8,,8.1,9.5,10.9,12.4,13.0,13.0,14.1,14.6,15.2,15.9,16.5,17.1,17.7,18.3,,,,,,,,,
905,,0,0.05,0.1,0.15,0.2,0.433,0.667,0.9,1.225,1.55,1.875,,2.2,,3.0,,11.8,,12.5,13.3,14.2,15.0,15.4,15.9,16.3,16.8,17.8,18.8,19.9,20.8,21.8,22.0,,,,,,,,,
906,,0,,,0.0,0.0,0.4,,0.8,,1.2,1.8,,2.4,,3.1,,12.6,,12.8,13.9,,16.0,,,18.2,18.9,21.0,,25.1,,,,,,,,,,,,
907,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,,0.1,,0.2,,6.8,,8.1,9.5,10.9,12.4,13.0,13.0,14.1,14.6,15.2,15.9,16.5,17.1,17.7,18.3,,,,,,,,,
908,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,,0.1,,0.2,,6.8,,8.1,9.5,10.9,12.4,13.0,13.0,14.1,14.6,15.2,15.9,16.5,17.1,17.7,18.3,,,,,,,,,
909,,0,,,0.15,,0.43,,0.9,,1.55,1.88,,2.2,,3.0,,11.8,,12.5,13.3,,15.0,,,16.3,16.8,17.8,,19.9,,,,,,,,,,,,
910,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.1,,1.1,,1.3,2.0,2.7,3.7,3.9,4.2,4.4,4.6,4.7,4.8,4.9,5.0,5.0,5.1,,,,,,,,,
911,,0,,,0.15,,0.43,,0.9,,1.55,1.88,,2.2,,3.0,,11.8,,12.5,13.3,,15.0,,,16.3,16.8,17.8,,19.9,,,,,,,,,,,,
912,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,,0.1,,0.2,,6.8,,8.1,9.5,10.9,12.4,13.0,13.0,14.1,14.6,15.2,15.9,16.5,17.1,17.7,18.3,,,,,,,,,
913,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.2,,1.6,,2.1,3.1,,4.9,,,5.7,5.9,6.0,,6.1,,,,,,,,,,,,
914,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.8,,1.1,2.0,2.9,3.8,4.0,4.3,4.5,4.8,4.9,5.0,5.0,5.1,5.2,5.3,,,,,,,,,
915,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.1,,1.1,,5.1,,7.8,10.5,13.2,16.0,17.1,18.3,19.4,20.6,20.8,21.0,21.3,21.5,21.7,22.0,,,,,,,,,
916,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,2.1,,2.4,3.1,,4.5,,,5.6,6.0,6.3,,6.9,,,,,,,,,,,,
917,,0,,,0.15,,0.43,,0.9,,1.55,1.88,,2.2,,3.0,,11.8,,12.5,13.3,,15.0,,,16.3,16.8,17.8,,19.9,,,,,,,,,,,,
918,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,,0.1,,0.2,,6.8,,8.1,9.5,10.9,12.4,13.0,13.0,14.1,14.6,15.2,15.9,16.5,17.1,17.7,18.3,,,,,,,,,
919,,0,,,0.15,,0.43,,0.9,,1.55,1.88,,2.2,,3.0,,11.8,,12.5,13.3,,15.0,,,16.3,16.8,17.8,,19.9,,,,,,,,,,,,
920,,0,,,0.15,,0.43,,0.9,,1.55,1.88,,2.2,,3.0,,11.8,,12.5,13.3,,15.0,,,16.3,16.8,17.8,,19.9,,,,,,,,,,,,
921,,0,0.0,0.0,0.0,0.0,0.0,0.1,0.133,0.167,0.2,0.2,,0.2,,0.2,,1.9,,2.3,2.8,3.3,3.8,4.1,4.3,4.6,4.8,4.9,5.0,5.1,5.2,5.3,5.4,,,,,,,,,
922,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,2.3,,2.5,3.2,3.9,4.6,5.1,5.5,5.9,6.4,6.6,6.8,7.0,7.2,7.5,7.7,,,,,,,,,
923,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,,0.1,,0.2,,6.8,,8.1,9.5,10.9,12.4,13.0,13.0,14.1,14.6,15.2,15.9,16.5,17.1,17.7,18.3,,,,,,,,,
924,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,,0.1,,0.2,,6.8,,8.1,9.5,10.9,12.4,13.0,13.0,14.1,14.6,15.2,15.9,16.5,17.1,17.7,18.3,,,,,,,,,
925,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,,0.1,,0.2,,6.8,,8.1,9.5,10.9,12.4,13.0,13.0,14.1,14.6,15.2,15.9,16.5,17.1,17.7,18.3,,,,,,,,,
926,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,,0.1,,0.2,,6.8,,8.1,9.5,10.9,12.4,13.0,13.0,14.1,14.6,15.2,15.9,16.5,17.1,17.7,18.3,,,,,,,,,
927,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,,0.1,,0.2,,6.8,,8.1,9.5,10.9,12.4,13.0,13.0,14.1,14.6,15.2,15.9,16.5,17.1,17.7,18.3,,,,,,,,,
928,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,15.0,,29.0,39.0,49.0,59.0,89.0,120.0,1400.0,10500.0,10500.0,10500.0,10500.0,10500.0,10500.0,10500.0,,,,,,,,,
929,,0,0.0,0.0,0.0,0.0,1.1,1.8,2.4,2.9,3.5,4.6,,6.1,,7.5,,23.0,,24.3,26.5,28.6,30.7,32.8,34.8,36.85,38.9,39.8,40.78,41.76,42.74,43.72,44.7,,,,,,,,,
930,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,22.0,,45.0,58.0,63.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,,,,,,,,,
931,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,629.0,,792.0,980.0,1160.0,1356.0,1410.0,1445.0,1470.0,1483.0,1490.0,1505.0,1520.0,1550.0,1575.0,1621.0,,,,,,,,,
932,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,4.0,,4.0,,309.0,,616.0,1040.0,1750.0,1820.0,1835.0,1850.0,1870.0,1883.0,1883.0,1883.0,1883.0,1883.0,1883.0,1883.0,,,,,,,,,
933,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,299.0,,329.0,370.0,500.0,583.0,595.0,600.0,605.0,608.0,608.0,608.0,608.0,608.0,608.0,608.0,,,,,,,,,
934,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,1.0,,285.0,600.0,705.0,757.0,769.0,770.0,771.0,773.0,773.0,773.0,773.0,773.0,773.0,773.0,,,,,,,,,
935,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,115.0,,229.0,348.0,424.0,471.0,493.0,507.0,527.0,565.0,651.0,678.0,690.0,695.0,696.0,699.0,,,,,,,,,
936,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,8.4,,9.3,10.7,12.2,13.6,14.1,14.5,15.0,15.4,16.1,16.8,17.4,18.1,18.8,19.4,,,,,,,,,
937,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.1,,1.0,1.4,1.7,2.1,2.2,2.4,2.6,2.8,3.1,3.3,3.5,3.8,4.0,4.3,,,,,,,,,
938,,0,,,0.15,,0.43,,0.9,,1.55,1.88,,2.2,,3.0,,11.8,,12.5,13.3,,15.0,,,16.3,16.8,17.8,,19.9,,,,,,,,,,,,
939,,0,,,0.15,,0.43,,0.9,,1.55,1.88,,2.2,,3.0,,11.8,,12.5,13.3,,15.0,,,16.3,16.8,17.8,,19.9,,,,,,,,,,,,
940,,0,,,0.15,,0.43,,0.9,,1.55,1.88,,2.2,,3.0,,11.8,,12.5,13.3,,15.0,,,16.3,16.8,17.8,,19.9,,,,,,,,,,,,
941,,0,,,0.15,,0.43,,0.9,,1.55,1.88,,2.2,,3.0,,11.8,,12.5,13.3,,15.0,,,16.3,16.8,17.8,,19.9,,,,,,,,,,,,
942,,0,,,0.15,,0.43,,0.9,,1.55,1.88,,2.2,,3.0,,11.8,,12.5,13.3,,15.0,,,16.3,16.8,17.8,,19.9,,,,,,,,,,,,
943,,,,,,,,,,,,0.0,,0.4,0.4,0.7,10.2,16.4,22.1,28.3,35.9,42.9,48.4,54.2,58.1,62.1,65.3,66.1,,,,,,,,,,,,,,
944,,,,,,,,,,,,0.0,,0.8,0.8,1.6,9.9,13.5,16.8,19.4,25.4,30.5,33.5,38.6,45.7,51.1,55.0,59.1,,,,,,,,,,,,,,
945,,,,,,,,,,,,0.0,,0.5,0.5,1.2,7.5,11.1,15.0,18.1,23.5,29.5,31.9,36.8,40.9,45.1,48.3,49.7,,,,,,,,,,,,,,
946,,,,,,,,,,,,0.0,,0.3,0.7,1.3,8.4,12.8,16.3,21.0,27.9,37.2,40.9,51.9,56.6,61.7,66.0,67.8,,,,,,,,,,,,,,
947,,,,,,,,,,,,0.0,,0.8,0.8,1.6,9.9,13.5,16.8,19.4,25.4,30.5,33.5,38.6,45.7,51.1,55.0,59.1,,,,,,,,,,,,,,
948,,,,,,,,,,,,0.0,,0.8,0.8,1.6,9.9,13.5,16.8,19.4,25.4,30.5,33.5,38.6,45.7,51.1,55.0,59.1,,,,,,,,,,,,,,
949,,,,,,,,,,,,0.0,,0.3,0.3,1.9,14.8,19.4,25.3,32.4,41.0,49.6,56.3,63.9,67.2,71.3,72.7,73.5,,,,,,,,,,,,,,
950,,,,,,,,,,,,0.0,,0.8,0.8,1.6,9.9,13.5,16.8,19.4,25.4,30.5,33.5,38.6,45.7,51.1,55.0,59.1,,,,,,,,,,,,,,
951,,,,,,,,,,,,0.0,,0.8,0.8,1.6,9.9,13.5,16.8,19.4,25.4,30.5,33.5,38.6,45.7,51.1,55.0,59.1,,,,,,,,,,,,,,
952,,,,,,,,,,,,0.0,,0.5,0.5,1.2,7.5,11.1,15.0,18.1,23.5,29.5,31.9,36.8,40.9,45.1,48.3,49.7,,,,,,,,,,,,,,
953,,,,,,,,,,,,0.0,,0.5,0.5,1.0,7.8,11.9,16.1,19.8,25.7,31.6,34.4,39.9,43.2,47.7,52.6,53.9,,,,,,,,,,,,,,
954,,,,,,,,,,,,0.0,,0.5,0.5,1.0,8.5,12.5,16.1,20.4,25.9,31.7,33.5,37.5,39.4,42.2,45.1,46.6,,,,,,,,,,,,,,
955,,,,,,,,,,,,0.0,,0.8,0.8,1.6,9.9,13.5,16.8,19.4,25.4,30.5,33.5,38.6,45.7,51.1,55.0,59.1,,,,,,,,,,,,,,
956,,,,,,,,,,,,0.0,,0.8,0.8,1.6,9.9,13.5,16.8,19.4,25.4,30.5,33.5,38.6,45.7,51.1,55.0,59.1,,,,,,,,,,,,,,
957,,,,,,,,,,,,0.0,,0.5,0.5,1.1,9.1,13.2,16.9,20.5,26.6,33.3,36.4,41.0,43.9,47.7,51.3,52.4,,,,,,,,,,,,,,
958,,,,,,,,,,,,0.0,,0.5,0.5,1.1,9.1,13.2,16.9,20.5,26.6,33.3,36.4,41.0,43.9,47.7,51.3,52.4,,,,,,,,,,,,,,
959,,,,,,,,,,,,0.0,,0.3,0.3,1.9,14.8,19.4,25.3,32.4,41.0,49.6,56.3,63.9,67.2,71.3,72.7,73.5,,,,,,,,,,,,,,
960,,,,,,,,,,,,0.0,,0.5,0.5,1.0,7.8,11.9,16.1,19.8,25.7,31.6,34.4,39.9,43.2,47.7,52.6,53.9,,,,,,,,,,,,,,
961,,,,,,,,,,,,0.0,,0.8,0.8,1.6,9.9,13.5,16.8,19.4,25.4,30.5,33.5,38.6,45.7,51.1,55.0,59.1,,,,,,,,,,,,,,
962,,,,,,,,,,,,0.0,,0.5,0.5,1.2,7.5,11.1,15.0,18.1,23.5,29.5,31.9,36.8,40.9,45.1,48.3,49.7,,,,,,,,,,,,,,
963,,,,,,,,,,,,0.0,,0.5,0.5,1.1,7.6,11.8,16.1,19.9,25.4,31.4,34.2,39.0,41.8,45.7,50.4,51.7,,,,,,,,,,,,,,
964,,,,,,,,,,,,0.0,,0.8,0.8,1.6,9.9,13.5,16.8,19.4,25.4,30.5,33.5,38.6,45.7,51.1,55.0,59.1,,,,,,,,,,,,,,
965,,,,,,,,,,,,0.0,,0.5,0.5,1.0,7.8,11.9,16.1,19.8,25.7,31.6,34.4,39.9,43.2,47.7,52.6,53.9,,,,,,,,,,,,,,
966,,,,,,,,,,,,0.0,,0.8,0.8,1.6,9.9,13.5,16.8,19.4,25.4,30.5,33.5,38.6,45.7,51.1,55.0,59.1,,,,,,,,,,,,,,
967,,,,,,,,,,,,0.0,,0.8,0.8,1.6,9.9,13.5,16.8,19.4,25.4,30.5,33.5,38.6,45.7,51.1,55.0,59.1,,,,,,,,,,,,,,
968,,,,,,,,,,,,0.0,,0.5,0.5,1.0,7.8,11.9,16.1,19.8,25.7,31.6,34.4,39.9,43.2,47.7,52.6,53.9,,,,,,,,,,,,,,
969,,,,,,,,,,,,0.0,,0.5,0.5,1.1,9.1,13.2,16.9,20.5,26.6,33.3,36.4,41.0,43.9,47.7,51.3,52.4,,,,,,,,,,,,,,
970,,,,,,,,,,,,0.0,,0.5,0.5,1.0,7.8,11.9,16.1,19.8,25.7,31.6,34.4,39.9,43.2,47.7,52.6,53.9,,,,,,,,,,,,,,
971,,,,,,,,,,,,0.0,,0.5,0.5,1.2,7.5,11.1,15.0,18.1,23.5,29.5,31.9,36.8,40.9,45.1,48.3,49.7,,,,,,,,,,,,,,
972,,,,,,,,,,,,0.0,,0.5,0.5,1.2,7.5,11.1,15.0,18.1,23.5,29.5,31.9,36.8,40.9,45.1,48.3,49.7,,,,,,,,,,,,,,
973,,,,,,,,,,,,0.0,,0.5,0.5,1.1,7.6,11.8,16.1,19.9,25.4,31.4,34.2,39.0,41.8,45.7,50.4,51.7,,,,,,,,,,,,,,
974,,,,,,,,,,,,0.0,,0.5,0.5,1.1,7.6,11.8,16.1,19.9,25.4,31.4,34.2,39.0,41.8,45.7,50.4,51.7,,,,,,,,,,,,,,
975,,,,,,,,,,,,0.0,,0.5,0.5,1.1,9.1,13.2,16.9,20.5,26.6,33.3,36.4,41.0,43.9,47.7,51.3,52.4,,,,,,,,,,,,,,
976,,,,,,,,,,,,0.0,,0.3,0.3,1.9,14.8,19.4,25.3,32.4,41.0,49.6,56.3,63.9,67.2,71.3,72.7,73.5,,,,,,,,,,,,,,
977,,,,,,,,,,,,0.0,,0.5,0.5,1.1,9.1,13.2,16.9,20.5,26.6,33.3,36.4,41.0,43.9,47.7,51.3,52.4,,,,,,,,,,,,,,
978,,,,,,,,,,,,0.0,,0.8,0.8,1.6,9.9,13.5,16.8,19.4,25.4,30.5,33.5,38.6,45.7,51.1,55.0,59.1,,,,,,,,,,,,,,
979,,,,,,,,,,,,0.0,,0.5,0.5,1.1,7.6,11.8,16.1,19.9,25.4,31.4,34.2,39.0,41.8,45.7,50.4,51.7,,,,,,,,,,,,,,
980,,,,,,,,,,,,0.0,,0.8,0.8,1.6,9.9,13.5,16.8,19.4,25.4,30.5,33.5,38.6,45.7,51.1,55.0,59.1,,,,,,,,,,,,,,
981,,,,,,,,,,,,0.0,,0.4,0.4,0.7,10.2,16.4,22.1,28.3,35.9,42.9,48.4,54.2,58.1,62.1,65.3,66.1,,,,,,,,,,,,,,
982,,,,,,,,,,,,0.0,,0.5,0.5,1.1,8.7,12.9,16.8,20.4,26.8,33.2,36.5,40.3,43.9,48.3,51.5,52.6,,,,,,,,,,,,,,
983,,,,,,,,,,,,0.0,,0.8,0.8,1.6,9.9,13.5,16.8,19.4,25.4,30.5,33.5,38.6,45.7,51.1,55.0,59.1,,,,,,,,,,,,,,
984,,,,,,,,,,,,0.0,,0.5,0.5,0.9,8.8,13.5,18.2,23.6,31.3,38.6,42.1,47.6,50.3,54.2,57.5,59.1,,,,,,,,,,,,,,
985,,,,,,,,,,,,0.0,,0.5,0.5,1.1,7.6,11.8,16.1,19.9,25.4,31.4,34.2,39.0,41.8,45.7,50.4,51.7,,,,,,,,,,,,,,
986,,,,,,,,,,,,0.0,,0.8,0.8,1.6,9.9,13.5,16.8,19.4,25.4,30.5,33.5,38.6,45.7,51.1,55.0,59.1,,,,,,,,,,,,,,
987,,,,,,,,,,,,0.0,,0.8,0.8,1.6,9.9,13.5,16.8,19.4,25.4,30.5,33.5,38.6,45.7,51.1,55.0,59.1,,,,,,,,,,,,,,
988,,,,,,,,,,,,0.0,,0.5,0.5,0.9,8.8,13.5,18.2,23.6,31.3,38.6,42.1,47.6,50.3,54.2,57.5,59.1,,,,,,,,,,,,,,
